mandature_id,institution,mandature,mandature_start_date,mandature_end_date,wikidata_qid,person_id,last_name,first_name,birth_date,death_date,department,group,mandat_start_date,mandat_end_date,mandat_duration,sycomore_id,senat_id,wikidata_qid.1
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,dubois_1867-02-22,Dubois,"Paul, Casimir, Léon",1867-02-22,1942-12-16,Somme,Radical et radical-socialiste,1924-05-11,1928-05-31,1481.0,2625,,Q16025617
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,ducarouge_1859-10-13,Ducarouge,François,1859-10-13,1913-05-08,Saône-et-Loire,Parti socialiste,1910-05-08,1913-05-08,1096.0,2640,,Q16025618
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,ducarouge_1859-10-13,Ducarouge,François,1859-10-13,1913-05-08,Saône-et-Loire,Socialistes parlementaires,1908-12-27,1910-05-31,520.0,2640,,Q16025618
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,ducaud_1877-09-04,Ducaud,Joseph,1877-09-04,1971-04-26,Gers,Parti radical et radical socialiste,1919-11-16,1924-05-31,1658.0,2641,,Q16025619
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,duchatel_1838-10-19,Duchatel,"Charles, Jacques, Marie, Tanneguy",1838-10-19,1907-05-25,Charente-Inférieure,Centre gauche,1885-10-18,1889-10-14,1457.0,2645,,Q16025620
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,duché_1843-06-08,Duché,"Antoine, Scaevola",1843-06-08,1887-12-21,Loire,Gauche républicaine,1885-10-18,1887-12-21,794.0,7937,,Q16025621
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,ducher_1832-10-21,Ducher,Claude,1832-10-21,1909-08-21,Ain,,1885-10-04,1889-10-14,1471.0,2648,,Q16025622
chambre_3,chambre,IIIe législature de la Troisième République,1881-10-28,1885-11-09,#REF!,duclaud_1824-04-08,Duclaud,André,1824-04-08,1890-08-06,Charente,Union républicaine,1881-08-21,1885-10-14,1515.0,2650,,Q16025623
chambre_5,chambre,Ve législature de la Troisième République,1889-11-12,1893-10-14,#REF!,duclaud_1824-04-08,Duclaud,André,1824-04-08,1890-08-06,Charente,,1889-09-22,1890-08-06,318.0,2650,,Q16025623
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,duez_1872-08-18,Duez,"Armand, Victor, Eugène, Henri, Lucien, Marie, Joseph",1872-08-18,1943-08-13,Loire-Inférieure,Non inscrit,1932-05-01,1936-05-31,1491.0,2663,,Q16025626
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,dufour_1850-01-02,Dufour,Jacques,1850-01-02,1913-04-27,Indre,Parti socialiste,1910-05-08,1913-04-27,1085.0,2675,,Q16025627
chambre_7,chambre,VIIe législature de la Troisième République,1898-06-01,1902-05-31,#REF!,dufour_1850-01-02,Dufour,Jacques,1850-01-02,1913-04-27,Indre,Socialiste,1898-05-08,1902-05-31,1483.0,2675,,Q16025627
chambre_8,chambre,VIIIe législature de la Troisième République,1902-06-01,1906-05-31,#REF!,dufour_1850-01-02,Dufour,Jacques,1850-01-02,1913-04-27,Indre,Socialistes indépendants,1902-05-11,1906-05-31,1481.0,2675,,Q16025627
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,dufour_1850-01-02,Dufour,Jacques,1850-01-02,1913-04-27,Indre,Socialistes unifiés,1906-05-20,1910-05-31,1472.0,2675,,Q16025627
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,duffau_1853-02-24,Duffau,"Jean, François, Sigismond",1853-02-24,1939-05-24,Lot-et-Garonne,Gauche radicale,1910-05-08,1914-05-31,1484.0,2668,,Q16025628
chambre_3,chambre,IIIe législature de la Troisième République,1881-10-28,1885-11-09,#REF!,dufour_1824-04-03,Dufour,"Auguste, Bertrand, François, Joseph, Marie, Désiré",1824-04-03,1897-11-10,Lot,Union des Droites,1881-09-04,1885-10-14,1501.0,7939,,Q16025629
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,dufour_1824-04-03,Dufour,"Auguste, Bertrand, François, Joseph, Marie, Désiré",1824-04-03,1897-11-10,Lot,Union des Droites,1885-10-18,1889-10-14,1457.0,7939,,Q16025629
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,dufrèche_1864-01-13,Dufrèche,Alexandre,1864-01-13,1919-06-04,Gers,Républicains radicaux-socialistes,1910-05-08,1914-05-31,1484.0,2678,,Q16025630
chambre_11,chambre,XIe législature de la Troisième République,1914-06-01,1919-12-07,#REF!,dufrèche_1864-01-13,Dufrèche,Alexandre,1864-01-13,1919-06-04,Gers,Parti républicain radical et radical socialiste,1914-04-26,1919-06-04,1865.0,2678,,Q16025630
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,dugueyt_1877-09-17,Dugueyt,"Paul, Marie, Joseph",1877-09-17,1943-04-04,Isère,Entente républicaine démocratique,1919-11-16,1924-05-31,1658.0,2682,,Q16025631
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,dulau_1857-07-26,Dulau,Constant,1857-07-26,1911-04-25,Landes,Gauche démocratique,1910-04-24,1911-04-25,366.0,2686,,Q16025633
chambre_5,chambre,Ve législature de la Troisième République,1889-11-12,1893-10-14,#REF!,dulau_1857-07-26,Dulau,Constant,1857-07-26,1911-04-25,Landes,,1891-11-22,1893-10-14,692.0,2686,,Q16025633
chambre_6,chambre,VIe législature de la Troisième République,1893-10-15,1898-05-31,#REF!,dulau_1857-07-26,Dulau,Constant,1857-07-26,1911-04-25,Landes,,1893-08-20,1898-05-31,1745.0,2686,,Q16025633
chambre_7,chambre,VIIe législature de la Troisième République,1898-06-01,1902-05-31,#REF!,dulau_1857-07-26,Dulau,Constant,1857-07-26,1911-04-25,Landes,,1898-05-08,1902-05-31,1483.0,2686,,Q16025633
chambre_8,chambre,VIIIe législature de la Troisième République,1902-06-01,1906-05-31,#REF!,dulau_1857-07-26,Dulau,Constant,1857-07-26,1911-04-25,Landes,Gauche démocratique,1902-04-27,1906-05-31,1495.0,2686,,Q16025633
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,dulau_1857-07-26,Dulau,Constant,1857-07-26,1911-04-25,Landes,Progressiste,1906-05-20,1910-05-31,1472.0,2686,,Q16025633
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,dumaine_1877-06-22,Dumaine,"Paul, Charles, Eugène",1877-06-22,1950-03-16,Haute-Marne,Union républicaine démocratique,1928-04-29,1932-05-31,1493.0,2687,,Q16025634
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,champvallier_1826-04-19,Champvallier,"John, Alexander, Edgar Dumas de",1826-04-19,1890-03-01,Charente,Union des Droites,1885-10-04,1889-10-14,1471.0,1632,,Q16025635
chambre_5,chambre,Ve législature de la Troisième République,1889-11-12,1893-10-14,#REF!,champvallier_1826-04-19,Champvallier,"John, Alexander, Edgar Dumas de",1826-04-19,1890-03-01,Charente,Union des Droites,1889-09-22,1890-03-01,160.0,1632,,Q16025635
chambre_5,chambre,Ve législature de la Troisième République,1889-11-12,1893-10-14,#REF!,dumas_1852-08-07,Dumas,"Alexandre, Gilbert",1852-08-07,1941-10-27,Allier,,1889-10-06,1893-10-14,1469.0,2688,,Q16025636
chambre_6,chambre,VIe législature de la Troisième République,1893-10-15,1898-05-31,#REF!,dumas_1857-10-01,Dumas,"Julien, Pierre, Paul",1857-10-01,,Ariège,,1893-09-03,1898-05-31,1731.0,2692,,Q16025637
chambre_7,chambre,VIIe législature de la Troisième République,1898-06-01,1902-05-31,#REF!,dumas_1857-10-01,Dumas,"Julien, Pierre, Paul",1857-10-01,,Ariège,,1898-05-08,1902-05-31,1483.0,2692,,Q16025637
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,dumat_1901-12-24,Dumat,"Louis, Marie, Edouard",1901-12-24,1975-02-28,Seine,Union républicaine démocratique,1928-04-29,1932-05-31,1493.0,2696,,Q16025638
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,dumont_1845-08-17,Dumont,"Alfred, Henri",1845-08-17,1915-07-27,Nord,Action libérale,1910-04-24,1914-05-31,1498.0,2701,,Q16025639
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,dumont_1867-12-23,Dumont,"Louis, Eugène",1867-12-23,1936-02-22,Drôme,Gauche radicale-socialiste,1906-05-20,1910-05-31,1472.0,2705,,Q16025640
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,dumont_1865-04-16,Dumont,"Lucien, Ernest, Alfred",1865-04-16,1945-05-22,Indre,,1913-07-06,1914-05-31,329.0,2706,,Q16025641
chambre_11,chambre,XIe législature de la Troisième République,1914-06-01,1919-12-07,#REF!,dumont_1865-04-16,Dumont,"Lucien, Ernest, Alfred",1865-04-16,1945-05-22,Indre,Union républicaine radicale et socialiste,1914-05-10,1919-12-07,2037.0,2706,,Q16025641
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,dumoret_1892-06-24,Dumoret,"Jean-Jacques, Henri, André",1892-06-24,1979-04-20,Loir-et-Cher,Gauche radicale,1932-05-08,1936-05-31,1484.0,2708,,Q16025642
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,dupin_1864-02-04,Dupin,"Louis, Jean, Georges",1864-02-04,1951-12-28,Loire,Entente républicaine démocratique,1919-11-16,1924-05-31,1658.0,2714,,Q16025645
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,dupin_1864-02-04,Dupin,"Louis, Jean, Georges",1864-02-04,1951-12-28,Loire,Union républicaine démocratique,1928-04-22,1932-05-31,1500.0,2714,,Q16025645
chambre_6,chambre,VIe législature de la Troisième République,1893-10-15,1898-05-31,#REF!,dupon_1823-04-20,Dupon,Eutrope,1823-04-20,1897-07-07,Charente-Inférieure,Républicain,1893-08-20,1897-07-07,1417.0,2715,,Q16025646
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,dupont_1872-01-13,Dupont,"Gaston, Auguste, Adolphe",1872-01-13,1953-02-14,Vienne,Gauche radicale,1912-08-11,1914-05-31,658.0,2718,,Q16025648
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,duport_1862-01-26,Duport,"Marie, Adolphe",1862-01-26,1890-02-05,Charente-Inférieure,,1889-01-06,1889-10-14,281.0,2723,,Q16025649
chambre_5,chambre,Ve législature de la Troisième République,1889-11-12,1893-10-14,#REF!,duportal_1848-02-14,Duportal,"Eugène, André",1848-02-14,1910-08-29,Charente,,1890-05-11,1893-10-14,1252.0,2725,,Q16025651
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,dupuy_1848-10-15,Dupuy,Destin,1848-10-15,1907-01-08,Aisne,,1885-10-18,1889-10-14,1457.0,2736,,Q16025652
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,dupuy_1846-07-08,Dupuy,"François, Jean-Baptiste, Antoine, Paulin",1846-07-08,1921-02-13,Tarn-et-Garonne,Gauche radicale,1910-05-08,1914-05-31,1484.0,2742,,Q16025653
chambre_11,chambre,XIe législature de la Troisième République,1914-06-01,1919-12-07,#REF!,dupuy_1846-07-08,Dupuy,"François, Jean-Baptiste, Antoine, Paulin",1846-07-08,1921-02-13,Tarn-et-Garonne,Gauche radicale,1914-04-26,1919-12-07,2051.0,2742,,Q16025653
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,durand_1874-03-23,Durand,"Auguste, Louis, Marie",1874-03-23,1969-02-08,Vendée,Démocrates populaires,1928-04-29,1932-05-31,1493.0,2753,,Q16025654
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,durand_1874-03-23,Durand,"Auguste, Louis, Marie",1874-03-23,1969-02-08,Vendée,Démocrate populaire,1932-05-01,1936-05-31,1491.0,2753,,Q16025654
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,durand_1849-05-08,Durand,"Joseph, Etienne, Denis",1849-05-08,1925-10-17,Haute-Loire,Républicain progressiste,1910-04-24,1914-05-31,1498.0,2758,,Q16025655
chambre_8,chambre,VIIIe législature de la Troisième République,1902-06-01,1906-05-31,#REF!,durand_1849-05-08,Durand,"Joseph, Etienne, Denis",1849-05-08,1925-10-17,Haute-Loire,Gauche radicale,1902-04-27,1906-05-31,1495.0,2758,,Q16025655
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,durand_1849-05-08,Durand,"Joseph, Etienne, Denis",1849-05-08,1925-10-17,Haute-Loire,Progressiste,1906-05-06,1910-05-31,1486.0,2758,,Q16025655
chambre_3,chambre,IIIe législature de la Troisième République,1881-10-28,1885-11-09,#REF!,offroy-durieu_1812-02-19,Offroy-Durieu,"Jean-Jacques, Paulin",1812-02-19,1885-06-15,Cantal,Union républicaine,1881-08-21,1885-06-15,1394.0,2770,,Q16025658
chambre_6,chambre,VIe législature de la Troisième République,1893-10-15,1898-05-31,#REF!,dusevel_1840-10-05,Dusevel,"Octave, Léon",1840-10-05,1894-02-02,Somme,Républicains,1893-09-03,1894-02-02,152.0,2783,,Q16025660
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,dussaussoy-hubert_1820-09-05,Dussaussoy-Hubert,"Paul, Antoine, François",1820-09-05,1887-10-12,Pas-de-Calais,Union des Droites,1885-10-04,1887-10-12,738.0,7941,,Q16025661
chambre_6,chambre,VIe législature de la Troisième République,1893-10-15,1898-05-31,#REF!,dutreix_1848-02-10,Dutreix,Charles,1848-02-10,1899-11-28,Aube,Radical-socialiste,1893-09-03,1898-05-31,1731.0,2797,,Q16025662
chambre_7,chambre,VIIe législature de la Troisième République,1898-06-01,1902-05-31,#REF!,dutreix_1848-02-10,Dutreix,Charles,1848-02-10,1899-11-28,Aube,Radical-socialiste,1898-05-08,1899-11-28,569.0,2797,,Q16025662
chambre_6,chambre,VIe législature de la Troisième République,1893-10-15,1898-05-31,#REF!,duvau_1855-03-05,Duvau,Jules,1855-03-05,1928-04-12,Vienne,Républicains progressistes,1896-02-09,1898-05-31,842.0,2803,,Q16025663
chambre_7,chambre,VIIe législature de la Troisième République,1898-06-01,1902-05-31,#REF!,duvau_1855-03-05,Duvau,Jules,1855-03-05,1928-04-12,Vienne,Républicains progressistes,1898-05-08,1902-05-31,1483.0,2803,,Q16025663
chambre_3,chambre,IIIe législature de la Troisième République,1881-10-28,1885-11-09,#REF!,duvivier_1817-08-10,Duvivier,"Nicolas, Eugène",1817-08-10,1889-10-27,Seine-Inférieure,Union républicaine,1881-08-21,1885-10-14,1515.0,2808,,Q16025664
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,duvivier_1817-08-10,Duvivier,"Nicolas, Eugène",1817-08-10,1889-10-27,Seine-Inférieure,Gauche radicale,1885-10-04,1889-10-14,1471.0,2808,,Q16025664
chambre_5,chambre,Ve législature de la Troisième République,1889-11-12,1893-10-14,#REF!,duvivier_1817-08-10,Duvivier,"Nicolas, Eugène",1817-08-10,1889-10-27,Seine-Inférieure,Gauche radicale,1889-09-22,1889-10-27,35.0,2808,,Q16025664
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,eldin_1879-12-16,Eldin,Sully,1879-12-16,1940-05-30,Ardèche,Parti socialiste,1924-05-11,1928-05-31,1481.0,2817,,Q16025666
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,jaurgain_1871-05-08,Jaurgain,Arnaud d'Elissagaray de,1871-05-08,1950-03-06,Gironde,Députés indépendants,1910-04-24,1914-05-31,1498.0,2819,,Q16025667
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,jaurgain_1871-05-08,Jaurgain,Arnaud d'Elissagaray de,1871-05-08,1950-03-06,Gironde,Non inscrit,1908-11-13,1910-05-31,564.0,2819,,Q16025667
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,erlich_1884-04-07,Erlich,Jean,1884-04-07,1965-06-01,Seine,Entente républicaine démocratique,1919-11-16,1924-05-31,1658.0,2832,,Q16025668
chambre_3,chambre,IIIe législature de la Troisième République,1881-10-28,1885-11-09,#REF!,escande_1847-08-13,Escande,Antoine,1847-08-13,1928-07-10,Dordogne,Union républicaine,1881-08-21,1885-10-14,1515.0,2835,,Q16025669
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,escande_1847-08-13,Escande,Antoine,1847-08-13,1928-07-10,Dordogne,Union républicaine,1885-10-04,1889-10-14,1471.0,2835,,Q16025669
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,escoffier_1886-05-20,Escoffier,André,1886-05-20,1949-10-21,Drôme,Parti radical et radical socialiste,1919-11-16,1924-05-31,1658.0,2840,,Q16025671
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,escoffier_1886-05-20,Escoffier,André,1886-05-20,1949-10-21,Drôme,Radical et radical-socialiste,1924-05-11,1928-05-31,1481.0,2840,,Q16025671
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,escoulent_1881-12-28,Escoulent,Maurice-Henri,1881-12-28,1944-08-01,Drôme,Radical et radical-socialiste,1924-05-11,1928-05-31,1481.0,2842,,Q16025672
chambre_5,chambre,Ve législature de la Troisième République,1889-11-12,1893-10-14,#REF!,euzière_1842-05-20,Euzière,Frédéric,1842-05-20,1920-02-04,Hautes-Alpes,,1889-09-22,1893-10-14,1483.0,2864,,Q16025675
chambre_6,chambre,VIe législature de la Troisième République,1893-10-15,1898-05-31,#REF!,euzière_1842-05-20,Euzière,Frédéric,1842-05-20,1920-02-04,Hautes-Alpes,,1893-08-20,1898-05-31,1745.0,2864,,Q16025675
chambre_7,chambre,VIIe législature de la Troisième République,1898-06-01,1902-05-31,#REF!,euzière_1842-05-20,Euzière,Frédéric,1842-05-20,1920-02-04,Hautes-Alpes,,1898-05-08,1902-05-31,1483.0,2864,,Q16025675
chambre_8,chambre,VIIIe législature de la Troisième République,1902-06-01,1906-05-31,#REF!,euzière_1842-05-20,Euzière,Frédéric,1842-05-20,1920-02-04,Hautes-Alpes,Union démocratique,1902-05-11,1906-05-31,1481.0,2864,,Q16025675
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,euzière_1842-05-20,Euzière,Frédéric,1842-05-20,1920-02-04,Hautes-Alpes,Gauche radicale-socialiste,1906-05-06,1910-05-31,1486.0,2864,,Q16025675
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,evain_1864-01-16,Evain,Emmanuel,1864-01-16,1944-05-22,Seine,Entente républicaine démocratique,1919-11-16,1924-05-31,1658.0,2865,,Q16025676
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,evain_1864-01-16,Evain,Emmanuel,1864-01-16,1944-05-22,Seine,Républicains de gauche,1924-05-11,1928-05-31,1481.0,2865,,Q16025676
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,evain_1864-01-16,Evain,Emmanuel,1864-01-16,1944-05-22,Seine,Union républicaine démocratique,1928-04-29,1932-05-31,1493.0,2865,,Q16025676
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,evain_1864-01-16,Evain,Emmanuel,1864-01-16,1944-05-22,Seine,Députés du centre républicain,1932-05-08,1936-05-31,1484.0,2865,,Q16025676
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,evesque_1855-12-04,Evesque,"Louis, Aimé",1855-12-04,1907-06-23,Drôme,Gauche radicale-socialiste,1906-07-15,1907-06-23,343.0,2867,,Q16025677
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,evrard_1879-06-03,Evrard,Raoul,1879-06-03,1944-02-29,Pas-de-Calais,Parti socialiste,1919-11-16,1924-05-31,1658.0,2870,,Q16025678
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,evrard_1879-06-03,Evrard,Raoul,1879-06-03,1944-02-29,Pas-de-Calais,Parti socialiste,1924-05-11,1928-05-31,1481.0,2870,,Q16025678
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,evrard_1879-06-03,Evrard,Raoul,1879-06-03,1944-02-29,Pas-de-Calais,Parti socialiste,1928-04-22,1932-05-31,1500.0,2870,,Q16025678
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,evrard_1879-06-03,Evrard,Raoul,1879-06-03,1944-02-29,Pas-de-Calais,Parti socialiste,1932-05-08,1936-05-31,1484.0,2870,,Q16025678
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,eymond_1859-06-08,Eymond,Edouard,1859-06-08,1942-01-16,Gironde,Gauche démocratique,1912-02-25,1914-05-31,826.0,2873,,Q16025679
chambre_11,chambre,XIe législature de la Troisième République,1914-06-01,1919-12-07,#REF!,eymond_1859-06-08,Eymond,Edouard,1859-06-08,1942-01-16,Gironde,Républicains de gauche,1914-05-10,1919-12-07,2037.0,2873,,Q16025679
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,eymond_1859-06-08,Eymond,Edouard,1859-06-08,1942-01-16,Gironde,Républicains de gauche,1919-11-16,1924-05-31,1658.0,2873,,Q16025679
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,eymond_1859-06-08,Eymond,Edouard,1859-06-08,1942-01-16,Gironde,Députés indépendants,1928-04-29,1932-05-31,1493.0,2873,,Q16025679
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,failliot_1851-10-26,Failliot,"Auguste, Gabriel",1851-10-26,1922-06-09,Seine,Gauche démocratique,1910-04-24,1914-05-31,1498.0,2892,,Q16025680
chambre_11,chambre,XIe législature de la Troisième République,1914-06-01,1919-12-07,#REF!,failliot_1851-10-26,Failliot,"Auguste, Gabriel",1851-10-26,1922-06-09,Seine,Gauche démocratique,1914-04-26,1919-12-07,2051.0,2892,,Q16025680
chambre_8,chambre,VIIIe législature de la Troisième République,1902-06-01,1906-05-31,#REF!,failliot_1851-10-26,Failliot,"Auguste, Gabriel",1851-10-26,1922-06-09,Seine,Non inscrit,1902-04-27,1906-05-31,1495.0,2892,,Q16025680
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,failliot_1851-10-26,Failliot,"Auguste, Gabriel",1851-10-26,1922-06-09,Seine,Union républicaine,1906-05-06,1910-05-31,1486.0,2892,,Q16025680
chambre_3,chambre,IIIe législature de la Troisième République,1881-10-28,1885-11-09,#REF!,fanien_1827-01-19,Fanien,Achille,1827-01-19,1915-07-25,Pas-de-Calais,,1881-08-21,1885-10-14,1515.0,2903,,Q16025681
chambre_5,chambre,Ve législature de la Troisième République,1889-11-12,1893-10-14,#REF!,fanien_1827-01-19,Fanien,Achille,1827-01-19,1915-07-25,Pas-de-Calais,,1889-09-22,1893-10-14,1483.0,2903,,Q16025681
chambre_6,chambre,VIe législature de la Troisième République,1893-10-15,1898-05-31,#REF!,fanien_1827-01-19,Fanien,Achille,1827-01-19,1915-07-25,Pas-de-Calais,,1893-08-20,1898-05-31,1745.0,2903,,Q16025681
chambre_7,chambre,VIIe législature de la Troisième République,1898-06-01,1902-05-31,#REF!,fanien_1827-01-19,Fanien,Achille,1827-01-19,1915-07-25,Pas-de-Calais,,1898-05-08,1902-05-31,1483.0,2903,,Q16025681
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,farjon_1841-12-19,Farjon,"Pierre, Victor, Ferdinand",1841-12-19,1916-03-25,Pas-de-Calais,Progressiste,1906-05-20,1910-05-31,1472.0,2912,,Q16025682
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,faure_1880-04-26,Faure,Ferdinand,1880-04-26,1963-05-22,Loire,Union socialiste-communiste,1924-05-11,1928-05-31,1481.0,2926,,Q16025683
chambre_3,chambre,IIIe législature de la Troisième République,1881-10-28,1885-11-09,#REF!,fauré_1840-01-03,Fauré,"Justin, François",1840-01-03,1915-12-20,Gers,Appel au peuple,1881-08-21,1885-10-14,1515.0,2931,,Q16025684
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,fauré_1840-01-03,Fauré,"Justin, François",1840-01-03,1915-12-20,Gers,Union des Droites,1885-10-04,1889-10-14,1471.0,2931,,Q16025684
chambre_5,chambre,Ve législature de la Troisième République,1889-11-12,1893-10-14,#REF!,fauré_1840-01-03,Fauré,"Justin, François",1840-01-03,1915-12-20,Gers,Union des Droites,1889-09-22,1893-10-14,1483.0,2931,,Q16025684
chambre_3,chambre,IIIe législature de la Troisième République,1881-10-28,1885-11-09,#REF!,faure_1816-08-26,Faure,"Pierre, Hippolyte",1816-08-26,1907-04-07,Marne,,1881-08-21,1885-10-14,1515.0,7944,,Q16025685
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,faure_1816-08-26,Faure,"Pierre, Hippolyte",1816-08-26,1907-04-07,Marne,Union républicaine,1885-10-18,1889-10-14,1457.0,7944,,Q16025685
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,fays_1870-03-13,Fays,Louis,1870-03-13,1949-06-15,Charente,Républicain radical et radical-socialiste,1928-04-22,1932-05-31,1500.0,2944,,Q16025686
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,fays_1870-03-13,Fays,Louis,1870-03-13,1949-06-15,Charente,Républicain radical et radical-socialiste,1932-05-08,1936-05-31,1484.0,2944,,Q16025686
chambre_7,chambre,VIIe législature de la Troisième République,1898-06-01,1902-05-31,#REF!,fenal_1851-09-12,Fenal,Nicolas,1851-09-12,1905-05-08,Meurthe-et-Moselle,Républicains progressistes,1898-05-08,1902-05-31,1483.0,2957,,Q16025687
chambre_8,chambre,VIIIe législature de la Troisième République,1902-06-01,1906-05-31,#REF!,féron_1845-06-22,Féron,"Augustin, Cyrille",1845-06-22,1923-03-03,Seine,Radical-socialiste,1902-05-11,1906-05-31,1481.0,2962,,Q16025688
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,féron_1845-06-22,Féron,"Augustin, Cyrille",1845-06-22,1923-03-03,Seine,Gauche radicale-socialiste,1906-05-20,1910-05-31,1472.0,2962,,Q16025688
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,ferrand_1864-08-15,Ferrand,Charles,1864-08-15,1925-07-15,Pas-de-Calais,Parti socialiste,1919-11-16,1924-05-31,1658.0,2966,,Q16025689
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,ferrand_1864-08-15,Ferrand,Charles,1864-08-15,1925-07-15,Pas-de-Calais,Parti socialiste,1924-05-11,1925-07-15,430.0,2966,,Q16025689
