nom,prenom,role,from_date,to_date,birth_date,death_date,sycomore_id,url
Buisset,"Séraphin, Léopold",Isère Groupe Parti socialiste,11 mai 1924,31 mai 1928,10 juin 1870,9 janvier 1949,1304,https://www2.assemblee-nationale.fr/sycomore/fiche/1304
Buisset,"Séraphin, Léopold",Isère Groupe Parti socialiste,29 avril 1928,31 mai 1932,10 juin 1870,9 janvier 1949,1304,https://www2.assemblee-nationale.fr/sycomore/fiche/1304
Buisset,"Séraphin, Léopold",Isère Groupe Parti socialiste,8 mai 1932,31 mai 1936,10 juin 1870,9 janvier 1949,1304,https://www2.assemblee-nationale.fr/sycomore/fiche/1304
Buisset,"Séraphin, Léopold",Isère Groupe Socialiste,3 mai 1936,31 mai 1942,10 juin 1870,9 janvier 1949,1304,https://www2.assemblee-nationale.fr/sycomore/fiche/1304
Buisson,"Ferdinand, Edouard",Seine Groupe Radical-socialiste,11 mai 1902,31 mai 1906,20 décembre 1841,16 février 1932,1306,https://www2.assemblee-nationale.fr/sycomore/fiche/1306
Buisson,"Ferdinand, Edouard",Seine Groupe Gauche radicale-socialiste,20 mai 1906,31 mai 1910,20 décembre 1841,16 février 1932,1306,https://www2.assemblee-nationale.fr/sycomore/fiche/1306
Buisson,"Ferdinand, Edouard",Seine Groupe Républicains radicaux-socialistes,8 mai 1910,31 mai 1914,20 décembre 1841,16 février 1932,1306,https://www2.assemblee-nationale.fr/sycomore/fiche/1306
Buisson,"Ferdinand, Edouard",Seine Groupe Parti radical et radical socialiste,16 novembre 1919,31 mai 1924,20 décembre 1841,16 février 1932,1306,https://www2.assemblee-nationale.fr/sycomore/fiche/1306
Bully,"Joseph, Ambroise",Eure Groupe Gauche radicale,14 mai 1882,14 octobre 1885,8 février 1822,12 février 1890,1308,https://www2.assemblee-nationale.fr/sycomore/fiche/1308
Bully,"Joseph, Ambroise",Eure Groupe Gauche radicale,6 octobre 1889,12 février 1890,8 février 1822,12 février 1890,1308,https://www2.assemblee-nationale.fr/sycomore/fiche/1308
Burdeau,"Auguste, Laurent",Rhône Groupe Centre gauche,18 octobre 1885,14 octobre 1889,10 septembre 1851,12 décembre 1894,1312,https://www2.assemblee-nationale.fr/sycomore/fiche/1312
Burdeau,"Auguste, Laurent",Rhône Groupe Centre gauche,22 septembre 1889,14 octobre 1893,10 septembre 1851,12 décembre 1894,1312,https://www2.assemblee-nationale.fr/sycomore/fiche/1312
Burdeau,"Auguste, Laurent",Rhône Groupe Centre gauche,20 août 1893,12 décembre 1894,10 septembre 1851,12 décembre 1894,1312,https://www2.assemblee-nationale.fr/sycomore/fiche/1312
Bureau,"Georges, Allyre, Marie, Médéric",Seine-Inférieure Groupe Gauche démocratique,8 mai 1910,31 mai 1914,31 janvier 1870,17 décembre 1940,1313,https://www2.assemblee-nationale.fr/sycomore/fiche/1313
Bureau,"Georges, Allyre, Marie, Médéric",Seine-Inférieure Groupe Républicains de gauche,26 avril 1914,7 décembre 1919,31 janvier 1870,17 décembre 1940,1313,https://www2.assemblee-nationale.fr/sycomore/fiche/1313
Bureau,"Georges, Allyre, Marie, Médéric",Seine-Inférieure Groupe Républicains de gauche,16 novembre 1919,31 mai 1924,31 janvier 1870,17 décembre 1940,1313,https://www2.assemblee-nationale.fr/sycomore/fiche/1313
Bureau,"Georges, Allyre, Marie, Médéric",Seine-Inférieure Groupe Républicains de gauche,11 mai 1924,31 mai 1928,31 janvier 1870,17 décembre 1940,1313,https://www2.assemblee-nationale.fr/sycomore/fiche/1313
Bureau,"Georges, Allyre, Marie, Médéric",Seine-Inférieure Groupe Républicains de gauche,22 avril 1928,31 mai 1932,31 janvier 1870,17 décembre 1940,1313,https://www2.assemblee-nationale.fr/sycomore/fiche/1313
Bureau,"Georges, Allyre, Marie, Médéric",Seine-Inférieure Groupe Républicains de gauche,1 mai 1932,31 mai 1936,31 janvier 1870,17 décembre 1940,1313,https://www2.assemblee-nationale.fr/sycomore/fiche/1313
Bureau,"Georges, Allyre, Marie, Médéric",Seine-Inférieure Groupe Alliance des républicains de gauche et des radicaux indépendants,3 mai 1936,17 décembre 1940,31 janvier 1870,17 décembre 1940,1313,https://www2.assemblee-nationale.fr/sycomore/fiche/1313
Burgeot,"Pierre, Julien",Rhône Groupe Fédération républicaine de France,3 mai 1936,31 mai 1942,21 mars 1886,18 juillet 1965,1314,https://www2.assemblee-nationale.fr/sycomore/fiche/1314
Burgeot,"Pierre, Julien",Rhône Groupe Parti républicain de la liberté,21 octobre 1945,10 juin 1946,21 mars 1886,18 juillet 1965,1314,https://www2.assemblee-nationale.fr/sycomore/fiche/1314
Burger,"Gustave, Jean, Jacques",Haut-Rhin Groupe Républicains de gauche,11 mai 1924,2 mai 1927,6 février 1878,2 mai 1927,1315,https://www2.assemblee-nationale.fr/sycomore/fiche/1315
Burnet,"Jules, François",Eure Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,6 novembre 1863,5 janvier 1937,1317,https://www2.assemblee-nationale.fr/sycomore/fiche/1317
Burrus,"Maurice, Jean, Marie",Haut-Rhin Groupe Indépendants de gauche,8 mai 1932,31 mai 1936,8 mars 1882,5 décembre 1959,1322,https://www2.assemblee-nationale.fr/sycomore/fiche/1322
Burrus,"Maurice, Jean, Marie",Haut-Rhin Groupe Indépendants d'action populaire,26 avril 1936,31 mai 1942,8 mars 1882,5 décembre 1959,1322,https://www2.assemblee-nationale.fr/sycomore/fiche/1322
Burtin,"René, Valentin",Saône-et-Loire Groupe Parti socialiste,29 avril 1928,31 mai 1932,28 mars 1892,10 janvier 1975,1323,https://www2.assemblee-nationale.fr/sycomore/fiche/1323
Burtin,"René, Valentin",Saône-et-Loire Groupe Socialiste,26 avril 1936,31 mai 1942,28 mars 1892,10 janvier 1975,1323,https://www2.assemblee-nationale.fr/sycomore/fiche/1323
Bussat,"Edouard, François",Seine Groupe Gauche radicale-socialiste,6 mai 1906,31 mai 1910,30 août 1863,26 août 1938,1325,https://www2.assemblee-nationale.fr/sycomore/fiche/1325
Bussat,"Edouard, François",Seine Groupe Républicains radicaux-socialistes,24 avril 1910,31 mai 1914,30 août 1863,26 août 1938,1325,https://www2.assemblee-nationale.fr/sycomore/fiche/1325
Bussat,"Edouard, François",Seine Groupe Action républicaine et sociale,16 novembre 1919,31 mai 1924,30 août 1863,26 août 1938,1325,https://www2.assemblee-nationale.fr/sycomore/fiche/1325
Bussat,"Edouard, François",Seine Groupe Gauche républicaine démocratique,11 mai 1924,31 mai 1928,30 août 1863,26 août 1938,1325,https://www2.assemblee-nationale.fr/sycomore/fiche/1325
Bussat,"Edouard, François",Seine Groupe Action démocratique et sociale,29 avril 1928,31 mai 1932,30 août 1863,26 août 1938,1325,https://www2.assemblee-nationale.fr/sycomore/fiche/1325
Bussière,"Etienne, Eugène",Corrèze,8 mai 1898,31 mai 1902,1 novembre 1858,9 octobre 1940,1327,https://www2.assemblee-nationale.fr/sycomore/fiche/1327
Bussière,"Etienne, Eugène",Corrèze Groupe Radical-socialiste,27 avril 1902,31 mai 1906,1 novembre 1858,9 octobre 1940,1327,https://www2.assemblee-nationale.fr/sycomore/fiche/1327
Bussière,"Etienne, Eugène",Corrèze Groupe Gauche radicale-socialiste,6 mai 1906,31 mai 1910,1 novembre 1858,9 octobre 1940,1327,https://www2.assemblee-nationale.fr/sycomore/fiche/1327
Butin,"Octave, François",Oise Groupe Gauche radicale,6 mai 1906,31 mai 1910,14 décembre 1860,23 août 1926,1330,https://www2.assemblee-nationale.fr/sycomore/fiche/1330
Butin,"Octave, François",Oise Groupe Gauche radicale,10 mai 1914,7 décembre 1919,14 décembre 1860,23 août 1926,1330,https://www2.assemblee-nationale.fr/sycomore/fiche/1330
Buvignier,"Charles, Jean, Victor",Meuse Groupe Union républicaine,4 septembre 1881,14 octobre 1885,1 janvier 1823,24 décembre 1902,1331,https://www2.assemblee-nationale.fr/sycomore/fiche/1331
Buvignier,"Charles, Jean, Victor",Meuse Groupe Union républicaine,4 octobre 1885,14 octobre 1889,1 janvier 1823,24 décembre 1902,1331,https://www2.assemblee-nationale.fr/sycomore/fiche/1331
Buvignier,"Charles, Jean, Victor",Meuse Groupe Union républicaine,22 septembre 1889,14 octobre 1893,1 janvier 1823,24 décembre 1902,1331,https://www2.assemblee-nationale.fr/sycomore/fiche/1331
Buvignier,"Charles, Jean, Victor",Meuse Groupe Union républicaine,20 août 1893,30 avril 1894,1 janvier 1823,24 décembre 1902,1331,https://www2.assemblee-nationale.fr/sycomore/fiche/1331
Buyat,Etienne,Isère Groupe Union républicaine,20 février 1876,25 juin 1877,8 juillet 1831,12 mars 1887,1332,https://www2.assemblee-nationale.fr/sycomore/fiche/1332
Buyat,Etienne,Isère Groupe Union républicaine,14 octobre 1877,14 octobre 1881,8 juillet 1831,12 mars 1887,1332,https://www2.assemblee-nationale.fr/sycomore/fiche/1332
Buyat,Etienne,Isère Groupe Union des gauches,21 août 1881,14 octobre 1885,8 juillet 1831,12 mars 1887,1332,https://www2.assemblee-nationale.fr/sycomore/fiche/1332
Buyat,Etienne,Isère Groupe Union des gauches,4 octobre 1885,12 mars 1887,8 juillet 1831,12 mars 1887,1332,https://www2.assemblee-nationale.fr/sycomore/fiche/1332
Buyat,"Louis, Antoine, Marie",Isère Groupe Radical-socialiste,11 mai 1902,31 mai 1906,26 janvier 1875,27 août 1963,1333,https://www2.assemblee-nationale.fr/sycomore/fiche/1333
Buyat,"Louis, Antoine, Marie",Isère Groupe Gauche radicale-socialiste,6 mai 1906,31 mai 1910,26 janvier 1875,27 août 1963,1333,https://www2.assemblee-nationale.fr/sycomore/fiche/1333
Buyat,"Louis, Antoine, Marie",Isère Groupe Gauche sociale et radicale,29 avril 1928,31 mai 1932,26 janvier 1875,27 août 1963,1333,https://www2.assemblee-nationale.fr/sycomore/fiche/1333
Buyat,"Louis, Antoine, Marie",Isère Groupe Alliance des républicains de gauche et des radicaux indépendants,3 mai 1936,31 mai 1942,26 janvier 1875,27 août 1963,1333,https://www2.assemblee-nationale.fr/sycomore/fiche/1333
Cabanis,"Paul, Léon, Rollin",Loiret Groupe Républicain radical et radical-socialiste,6 octobre 1935,31 mai 1936,9 novembre 1892,26 février 1944,1336,https://www2.assemblee-nationale.fr/sycomore/fiche/1336
Cabanis,"Paul, Léon, Rollin",Loiret Groupe Républicain radical et radical-socialiste,3 mai 1936,31 mai 1942,9 novembre 1892,26 février 1944,1336,https://www2.assemblee-nationale.fr/sycomore/fiche/1336
Cabannes,"Gaston, Marie, Léon",Gironde Groupe Parti socialiste,8 mai 1932,31 mai 1936,12 août 1882,9 novembre 1950,1337,https://www2.assemblee-nationale.fr/sycomore/fiche/1337
Cabannes,"Gaston, Marie, Léon",Gironde Groupe Socialiste,3 mai 1936,31 mai 1942,12 août 1882,9 novembre 1950,1337,https://www2.assemblee-nationale.fr/sycomore/fiche/1337
Cabannes,"Gaston, Marie, Léon",Gironde Groupe Socialiste,21 octobre 1945,10 juin 1946,12 août 1882,9 novembre 1950,1337,https://www2.assemblee-nationale.fr/sycomore/fiche/1337
Cabart-Danneville,"Charles, Maurice",Manche Groupe Républicain,6 octobre 1889,14 octobre 1893,24 juin 1846,24 juillet 1918,1338,https://www2.assemblee-nationale.fr/sycomore/fiche/1338
Cabart-Danneville,"Charles, Maurice",Manche Groupe Républicain,20 août 1893,25 octobre 1895,24 juin 1846,24 juillet 1918,1338,https://www2.assemblee-nationale.fr/sycomore/fiche/1338
Koechlin-Schwartz,Alfred,Nord,19 août 1888,10 novembre 1889,15 septembre 1829,5 février 1895,13396,https://www2.assemblee-nationale.fr/sycomore/fiche/13396
Cabrol,"Jules, Albert, Pierre",Aveyron Groupe Socialistes unifiés,27 décembre 1908,31 mai 1910,8 juin 1871,24 septembre 1924,1341,https://www2.assemblee-nationale.fr/sycomore/fiche/1341
Cabrol,"Jules, Albert, Pierre",Aveyron Groupe Parti socialiste,8 mai 1910,31 mai 1914,8 juin 1871,24 septembre 1924,1341,https://www2.assemblee-nationale.fr/sycomore/fiche/1341
Cabrol,"Jules, Albert, Pierre",Aveyron Groupe Parti socialiste,26 avril 1914,7 décembre 1919,8 juin 1871,24 septembre 1924,1341,https://www2.assemblee-nationale.fr/sycomore/fiche/1341
Cachet,Louis-Auguste,Orne Groupe Républicains nationalistes,11 mai 1902,31 mai 1906,21 avril 1850,19 octobre 1914,1343,https://www2.assemblee-nationale.fr/sycomore/fiche/1343
Cachet,Louis-Auguste,Orne Groupe Action libérale,6 mai 1906,31 mai 1910,21 avril 1850,19 octobre 1914,1343,https://www2.assemblee-nationale.fr/sycomore/fiche/1343
Cachin,"Marcel, Gilles",Seine Groupe Parti socialiste,10 mai 1914,7 décembre 1919,20 septembre 1869,12 février 1958,1346,https://www2.assemblee-nationale.fr/sycomore/fiche/1346
Cachin,"Marcel, Gilles",Seine Groupe Parti socialiste,16 novembre 1919,31 mai 1924,20 septembre 1869,12 février 1958,1346,https://www2.assemblee-nationale.fr/sycomore/fiche/1346
Cachin,"Marcel, Gilles",Seine Groupe Communiste,11 mai 1924,31 mai 1928,20 septembre 1869,12 février 1958,1346,https://www2.assemblee-nationale.fr/sycomore/fiche/1346
Cachin,"Marcel, Gilles",Seine Groupe Communiste,29 avril 1928,31 mai 1932,20 septembre 1869,12 février 1958,1346,https://www2.assemblee-nationale.fr/sycomore/fiche/1346
Cachin,"Marcel, Gilles",Seine Groupe Communiste,21 octobre 1945,10 juin 1946,20 septembre 1869,12 février 1958,1346,https://www2.assemblee-nationale.fr/sycomore/fiche/1346
Cachin,"Marcel, Gilles",Seine Groupe Communiste,2 juin 1946,27 novembre 1946,20 septembre 1869,12 février 1958,1346,https://www2.assemblee-nationale.fr/sycomore/fiche/1346
Cachin,"Marcel, Gilles",Seine Groupe Communiste,10 novembre 1946,4 juillet 1951,20 septembre 1869,12 février 1958,1346,https://www2.assemblee-nationale.fr/sycomore/fiche/1346
Cachin,"Marcel, Gilles",Seine Groupe Communiste,17 juin 1951,1 décembre 1955,20 septembre 1869,12 février 1958,1346,https://www2.assemblee-nationale.fr/sycomore/fiche/1346
Cachin,"Marcel, Gilles",Seine Groupe Communiste,2 janvier 1956,12 février 1958,20 septembre 1869,12 février 1958,1346,https://www2.assemblee-nationale.fr/sycomore/fiche/1346
Cadenat,Bernard,Bouches-du-Rhône Groupe Socialistes parlementaires,22 mai 1898,31 mai 1902,2 janvier 1853,1 août 1930,1347,https://www2.assemblee-nationale.fr/sycomore/fiche/1347
Cadenat,Bernard,Bouches-du-Rhône Groupe Socialistes parlementaires,27 avril 1902,31 mai 1906,2 janvier 1853,1 août 1930,1347,https://www2.assemblee-nationale.fr/sycomore/fiche/1347
Cadenat,Bernard,Bouches-du-Rhône Groupe Socialistes unifiés,6 mai 1906,31 mai 1910,2 janvier 1853,1 août 1930,1347,https://www2.assemblee-nationale.fr/sycomore/fiche/1347
Cadenat,Bernard,Bouches-du-Rhône Groupe Parti socialiste,24 avril 1910,31 mai 1914,2 janvier 1853,1 août 1930,1347,https://www2.assemblee-nationale.fr/sycomore/fiche/1347
Cadenat,Bernard,Bouches-du-Rhône Groupe Parti socialiste,10 mai 1914,7 décembre 1919,2 janvier 1853,1 août 1930,1347,https://www2.assemblee-nationale.fr/sycomore/fiche/1347
Cadenat,Bernard,Bouches-du-Rhône Groupe Parti socialiste,11 mai 1924,31 mai 1928,2 janvier 1853,1 août 1930,1347,https://www2.assemblee-nationale.fr/sycomore/fiche/1347
Cadenat,Bernard,Bouches-du-Rhône Groupe Parti socialiste,22 avril 1928,1 août 1930,2 janvier 1853,1 août 1930,1347,https://www2.assemblee-nationale.fr/sycomore/fiche/1347
André-Fribourg,"Georges, André, Alexandre",Ain Groupe Parti radical et radical socialiste,16 novembre 1919,31 mai 1924,20 novembre 1887,27 septembre 1948,135,https://www2.assemblee-nationale.fr/sycomore/fiche/135
André-Fribourg,"Georges, André, Alexandre",Ain Groupe Radical et radical-socialiste,11 mai 1924,31 mai 1928,20 novembre 1887,27 septembre 1948,135,https://www2.assemblee-nationale.fr/sycomore/fiche/135
André-Fribourg,"Georges, André, Alexandre",Ain Groupe Républicain radical et radical-socialiste,8 mai 1932,31 mai 1936,20 novembre 1887,27 septembre 1948,135,https://www2.assemblee-nationale.fr/sycomore/fiche/135
Cadic,"Joseph, Marie, Augustin",Morbihan Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,5 septembre 1886,7 mai 1971,1350,https://www2.assemblee-nationale.fr/sycomore/fiche/1350
Cadic,"Joseph, Marie, Augustin",Morbihan Groupe Union républicaine démocratique,29 avril 1928,31 mai 1932,5 septembre 1886,7 mai 1971,1350,https://www2.assemblee-nationale.fr/sycomore/fiche/1350
Cadic,"Joseph, Marie, Augustin",Morbihan Groupe Non inscrit,26 avril 1936,31 mai 1942,5 septembre 1886,7 mai 1971,1350,https://www2.assemblee-nationale.fr/sycomore/fiche/1350
Cadic,"Joseph, Marie, Augustin",Morbihan Groupe Paysan,2 janvier 1956,8 décembre 1958,5 septembre 1886,7 mai 1971,1350,https://www2.assemblee-nationale.fr/sycomore/fiche/1350
Cadoret,"François, Benjamin, Pierre, Joseph",Finistère Groupe Républicain radical et radical-socialiste,30 mars 1930,31 mai 1932,13 février 1887,24 juillet 1948,1352,https://www2.assemblee-nationale.fr/sycomore/fiche/1352
Cadoret,"François, Benjamin, Pierre, Joseph",Finistère Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,13 février 1887,24 juillet 1948,1352,https://www2.assemblee-nationale.fr/sycomore/fiche/1352
Cadot,"Henri, Emile, Christian",Pas-de-Calais Groupe Parti socialiste,26 avril 1914,7 décembre 1919,22 avril 1864,13 décembre 1947,1353,https://www2.assemblee-nationale.fr/sycomore/fiche/1353
Cadot,"Henri, Emile, Christian",Pas-de-Calais Groupe Parti socialiste,16 novembre 1919,31 mai 1924,22 avril 1864,13 décembre 1947,1353,https://www2.assemblee-nationale.fr/sycomore/fiche/1353
Cadot,"Henri, Emile, Christian",Pas-de-Calais Groupe Parti socialiste,11 mai 1924,31 mai 1928,22 avril 1864,13 décembre 1947,1353,https://www2.assemblee-nationale.fr/sycomore/fiche/1353
Cadot,"Henri, Emile, Christian",Pas-de-Calais Groupe Parti socialiste,22 avril 1928,7 février 1931,22 avril 1864,13 décembre 1947,1353,https://www2.assemblee-nationale.fr/sycomore/fiche/1353
Cadot,"Henri, Emile, Christian",Pas-de-Calais Groupe Socialiste,3 mai 1936,31 mai 1942,22 avril 1864,13 décembre 1947,1353,https://www2.assemblee-nationale.fr/sycomore/fiche/1353
Caduc,Armand,Gironde Groupe Union républicaine,20 octobre 1872,7 mars 1876,13 septembre 1818,25 août 1902,1354,https://www2.assemblee-nationale.fr/sycomore/fiche/1354
Caduc,Armand,Gironde Groupe Union républicaine,10 février 1878,14 octobre 1881,13 septembre 1818,25 août 1902,1354,https://www2.assemblee-nationale.fr/sycomore/fiche/1354
Caduc,Armand,Gironde Groupe Union républicaine,21 août 1881,16 mai 1885,13 septembre 1818,25 août 1902,1354,https://www2.assemblee-nationale.fr/sycomore/fiche/1354
Caffarelli,"Jean, Louis, Maximilien",Aisne,22 septembre 1889,14 octobre 1893,5 février 1855,23 décembre 1911,1355,https://www2.assemblee-nationale.fr/sycomore/fiche/1355
Caffarelli,"Jean, Louis, Maximilien",Aisne Groupe Action libérale,27 avril 1902,31 mai 1906,5 février 1855,23 décembre 1911,1355,https://www2.assemblee-nationale.fr/sycomore/fiche/1355
Caffort,"Charles, Louis, Simon",Hérault Groupe Parti républicain radical et radical socialiste,26 avril 1914,7 décembre 1919,12 septembre 1880,21 janvier 1958,1356,https://www2.assemblee-nationale.fr/sycomore/fiche/1356
Caffort,"Charles, Louis, Simon",Hérault Groupe Radical et radical-socialiste,11 mai 1924,31 mai 1928,12 septembre 1880,21 janvier 1958,1356,https://www2.assemblee-nationale.fr/sycomore/fiche/1356
Caffort,"Charles, Louis, Simon",Hérault Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,12 septembre 1880,21 janvier 1958,1356,https://www2.assemblee-nationale.fr/sycomore/fiche/1356
André-Hesse,"André, Olry",Charente-Inférieure Groupe Gauche radicale,8 mai 1910,31 mai 1914,22 avril 1874,18 décembre 1940,136,https://www2.assemblee-nationale.fr/sycomore/fiche/136
André-Hesse,"André, Olry",Charente-Inférieure Groupe Parti républicain radical et radical socialiste,26 avril 1914,7 décembre 1919,22 avril 1874,18 décembre 1940,136,https://www2.assemblee-nationale.fr/sycomore/fiche/136
André-Hesse,"André, Olry",Charente-Inférieure Groupe Radical et radical-socialiste,11 mai 1924,31 mai 1928,22 avril 1874,18 décembre 1940,136,https://www2.assemblee-nationale.fr/sycomore/fiche/136
André-Hesse,"André, Olry",Charente-Inférieure Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,22 avril 1874,18 décembre 1940,136,https://www2.assemblee-nationale.fr/sycomore/fiche/136
André-Hesse,"André, Olry",Charente-Inférieure Groupe Républicain radical et radical-socialiste,8 mai 1932,31 mai 1936,22 avril 1874,18 décembre 1940,136,https://www2.assemblee-nationale.fr/sycomore/fiche/136
Caillat,"Paul, Augustin",Hautes-Alpes Groupe Non inscrit,16 novembre 1919,31 mai 1924,2 octobre 1874,21 avril 1947,1360,https://www2.assemblee-nationale.fr/sycomore/fiche/1360
Caillaux,Joseph,Sarthe,8 mai 1898,31 mai 1902,30 mars 1863,21 novembre 1944,1366,https://www2.assemblee-nationale.fr/sycomore/fiche/1366
Caillaux,Joseph,Sarthe Groupe Union démocratique,27 avril 1902,31 mai 1906,30 mars 1863,21 novembre 1944,1366,https://www2.assemblee-nationale.fr/sycomore/fiche/1366
Caillaux,Joseph,Sarthe Groupe Union démocratique,6 mai 1906,31 mai 1910,30 mars 1863,21 novembre 1944,1366,https://www2.assemblee-nationale.fr/sycomore/fiche/1366
Caillaux,Joseph,Sarthe Groupe Gauche radicale,24 avril 1910,31 mai 1914,30 mars 1863,21 novembre 1944,1366,https://www2.assemblee-nationale.fr/sycomore/fiche/1366
Caillaux,Joseph,Sarthe Groupe Parti républicain radical et radical socialiste,26 avril 1914,7 décembre 1919,30 mars 1863,21 novembre 1944,1366,https://www2.assemblee-nationale.fr/sycomore/fiche/1366
Andrieu,"Edouard, Casimir, Aimé",Tarn,8 mai 1898,31 mai 1902,20 décembre 1862,9 juin 1944,137,https://www2.assemblee-nationale.fr/sycomore/fiche/137
Andrieu,"Edouard, Casimir, Aimé",Tarn Groupe Radical-socialiste,27 avril 1902,31 mai 1906,20 décembre 1862,9 juin 1944,137,https://www2.assemblee-nationale.fr/sycomore/fiche/137
Andrieu,"Edouard, Casimir, Aimé",Tarn Groupe Gauche radicale-socialiste,6 mai 1906,31 mai 1910,20 décembre 1862,9 juin 1944,137,https://www2.assemblee-nationale.fr/sycomore/fiche/137
Andrieu,"Edouard, Casimir, Aimé",Tarn Groupe Républicains radicaux-socialistes,24 avril 1910,31 mai 1914,20 décembre 1862,9 juin 1944,137,https://www2.assemblee-nationale.fr/sycomore/fiche/137
Andrieu,"Edouard, Casimir, Aimé",Tarn Groupe Parti républicain radical et radical socialiste,26 avril 1914,7 décembre 1919,20 décembre 1862,9 juin 1944,137,https://www2.assemblee-nationale.fr/sycomore/fiche/137
Caïtucoli,"Célestin,Marc",Corse Groupe Non inscrit,16 novembre 1919,31 mai 1924,12 janvier 1865,12 mars 1935,1371,https://www2.assemblee-nationale.fr/sycomore/fiche/1371
Caïtucoli,"Célestin,Marc",Corse Groupe Radical et radical-socialiste,11 mai 1924,31 mai 1928,12 janvier 1865,12 mars 1935,1371,https://www2.assemblee-nationale.fr/sycomore/fiche/1371
Lamazière,"Raoul, Marie, Louis Calary de",Seine Groupe Gauche républicaine démocratique,16 novembre 1919,31 mai 1924,10 mai 1879,30 janvier 1932,1372,https://www2.assemblee-nationale.fr/sycomore/fiche/1372
Calès,"Jean, Jules, Godefroy",Haute-Garonne Groupe Gauche radicale,18 octobre 1885,14 octobre 1889,24 juillet 1828,2 novembre 1889,1376,https://www2.assemblee-nationale.fr/sycomore/fiche/1376
Calliès,"Alexis, Eugène",Haute-Savoie Groupe Union républicaine démocratique,29 avril 1928,31 mai 1932,26 mars 1870,23 juillet 1950,1379,https://www2.assemblee-nationale.fr/sycomore/fiche/1379
Calmès,Georges,Gironde Groupe Action républicaine et sociale,16 novembre 1919,31 mai 1924,31 juillet 1853,11 juillet 1932,1384,https://www2.assemblee-nationale.fr/sycomore/fiche/1384
Calmon,"Elie, Pierre",Lot Groupe Parti socialiste,11 mai 1924,31 mai 1928,14 juillet 1897,8 mai 1948,1385,https://www2.assemblee-nationale.fr/sycomore/fiche/1385
Andrieux,Louis,Rhône Groupe Gauche républicaine,20 février 1876,25 juin 1877,24 juillet 1840,27 août 1931,139,https://www2.assemblee-nationale.fr/sycomore/fiche/139
Andrieux,Louis,Rhône Groupe Républicain,14 octobre 1877,5 avril 1879,24 juillet 1840,27 août 1931,139,https://www2.assemblee-nationale.fr/sycomore/fiche/139
Andrieux,Louis,Basses-Alpes Groupe Républicain,6 avril 1879,14 octobre 1881,24 juillet 1840,27 août 1931,139,https://www2.assemblee-nationale.fr/sycomore/fiche/139
Andrieux,Louis,Rhône Groupe Union démocratique,21 août 1881,14 octobre 1885,24 juillet 1840,27 août 1931,139,https://www2.assemblee-nationale.fr/sycomore/fiche/139
Andrieux,Louis,Basses-Alpes Groupe Républicain,18 octobre 1885,14 octobre 1889,24 juillet 1840,27 août 1931,139,https://www2.assemblee-nationale.fr/sycomore/fiche/139
Andrieux,Louis,Basses-Alpes Groupe Députés indépendants,8 mai 1910,31 mai 1914,24 juillet 1840,27 août 1931,139,https://www2.assemblee-nationale.fr/sycomore/fiche/139
Andrieux,Louis,Basses-Alpes Groupe Républicains de gauche,10 mai 1914,7 décembre 1919,24 juillet 1840,27 août 1931,139,https://www2.assemblee-nationale.fr/sycomore/fiche/139
Andrieux,Louis,Basses-Alpes Groupe Gauche républicaine démocratique,16 novembre 1919,31 mai 1924,24 juillet 1840,27 août 1931,139,https://www2.assemblee-nationale.fr/sycomore/fiche/139
Calvet,Jean,Tarn Groupe Parti socialiste,29 avril 1928,31 mai 1932,25 février 1889,12 mai 1965,1391,https://www2.assemblee-nationale.fr/sycomore/fiche/1391
Calvet-Rogniat,"Henri, Ferdinand, Joseph",Aveyron Groupe Union des Droites,4 octobre 1885,14 octobre 1889,12 novembre 1853,31 août 1915,1392,https://www2.assemblee-nationale.fr/sycomore/fiche/1392
Calvinhac,"Gustave, François, Louis",Haute-Garonne Groupe Extrême-gauche,2 mai 1887,14 octobre 1889,24 juin 1849,6 juillet 1902,1393,https://www2.assemblee-nationale.fr/sycomore/fiche/1393
Calvinhac,"Gustave, François, Louis",Haute-Garonne Groupe Ouvrier socialiste,22 septembre 1889,8 février 1890,24 juin 1849,6 juillet 1902,1393,https://www2.assemblee-nationale.fr/sycomore/fiche/1393
Calvinhac,"Gustave, François, Louis",Haute-Garonne Groupe Ouvrier socialiste,23 mars 1890,14 octobre 1893,24 juin 1849,6 juillet 1902,1393,https://www2.assemblee-nationale.fr/sycomore/fiche/1393
Calvinhac,"Gustave, François, Louis",Haute-Garonne Groupe Ouvrier socialiste,20 août 1893,31 mai 1898,24 juin 1849,6 juillet 1902,1393,https://www2.assemblee-nationale.fr/sycomore/fiche/1393
Calvinhac,"Gustave, François, Louis",Haute-Garonne Groupe Ouvrier socialiste,22 mai 1898,31 mai 1902,24 juin 1849,6 juillet 1902,1393,https://www2.assemblee-nationale.fr/sycomore/fiche/1393
Calvinhac,"Gustave, François, Louis",Haute-Garonne Groupe Ouvrier socialiste,27 avril 1902,6 juillet 1902,24 juin 1849,6 juillet 1902,1393,https://www2.assemblee-nationale.fr/sycomore/fiche/1393
