nom,prenom,role,from_date,to_date,birth_date,death_date,sycomore_id,url
Breton,Jules-Louis,Cher Groupe Socialistes parlementaires,22 mai 1898,31 mai 1902,1 avril 1872,2 août 1940,1203,https://www2.assemblee-nationale.fr/sycomore/fiche/1203
Breton,Jules-Louis,Cher Groupe Socialistes parlementaires,27 avril 1902,31 mai 1906,1 avril 1872,2 août 1940,1203,https://www2.assemblee-nationale.fr/sycomore/fiche/1203
Breton,Jules-Louis,Cher Groupe Socialistes unifiés,6 mai 1906,31 mai 1910,1 avril 1872,2 août 1940,1203,https://www2.assemblee-nationale.fr/sycomore/fiche/1203
Breton,Jules-Louis,Cher Groupe Républicain socialiste,24 avril 1910,31 mai 1914,1 avril 1872,2 août 1940,1203,https://www2.assemblee-nationale.fr/sycomore/fiche/1203
Breton,Jules-Louis,Cher Groupe Républicain socialiste,26 avril 1914,7 décembre 1919,1 avril 1872,2 août 1940,1203,https://www2.assemblee-nationale.fr/sycomore/fiche/1203
Breton,Jules-Louis,Cher Groupe Républicain socialiste,16 novembre 1919,15 février 1921,1 avril 1872,2 août 1940,1203,https://www2.assemblee-nationale.fr/sycomore/fiche/1203
Saint-Germain,Albert Moreau Du Breuil de,Haute-Marne Groupe Centre droit,8 février 1871,7 mars 1876,3 décembre 1838,9 avril 1919,1207,https://www2.assemblee-nationale.fr/sycomore/fiche/1207
Saint-Germain,Albert Moreau Du Breuil de,Haute-Marne Groupe Union des Droites,22 septembre 1889,14 octobre 1893,3 décembre 1838,9 avril 1919,1207,https://www2.assemblee-nationale.fr/sycomore/fiche/1207
Briand,Aristide,Loire Groupe Socialistes parlementaires,27 avril 1902,31 mai 1906,28 mars 1862,7 mars 1932,1211,https://www2.assemblee-nationale.fr/sycomore/fiche/1211
Briand,Aristide,Loire Groupe Socialistes parlementaires,6 mai 1906,31 mai 1910,28 mars 1862,7 mars 1932,1211,https://www2.assemblee-nationale.fr/sycomore/fiche/1211
Briand,Aristide,Loire Groupe Républicain socialiste,24 avril 1910,31 mai 1914,28 mars 1862,7 mars 1932,1211,https://www2.assemblee-nationale.fr/sycomore/fiche/1211
Briand,Aristide,Loire Groupe Non inscrit,26 avril 1914,7 décembre 1919,28 mars 1862,7 mars 1932,1211,https://www2.assemblee-nationale.fr/sycomore/fiche/1211
Briand,Aristide,Loire-Inférieure Groupe Républicain socialiste,16 novembre 1919,31 mai 1924,28 mars 1862,7 mars 1932,1211,https://www2.assemblee-nationale.fr/sycomore/fiche/1211
Briand,Aristide,Loire-Inférieure Groupe Républicain socialiste et socialiste français,11 mai 1924,31 mai 1928,28 mars 1862,7 mars 1932,1211,https://www2.assemblee-nationale.fr/sycomore/fiche/1211
Briand,Aristide,Loire-Inférieure Groupe Républicain socialiste,22 avril 1928,7 mars 1932,28 mars 1862,7 mars 1932,1211,https://www2.assemblee-nationale.fr/sycomore/fiche/1211
Brice,"Damas, Dominique, Jules",Meurthe-et-Moselle Groupe Républicains nationalistes,3 septembre 1893,31 mai 1898,28 octobre 1830,10 juillet 1905,1218,https://www2.assemblee-nationale.fr/sycomore/fiche/1218
Brice,"Damas, Dominique, Jules",Meurthe-et-Moselle Groupe Républicains nationalistes,8 mai 1898,31 mai 1902,28 octobre 1830,10 juillet 1905,1218,https://www2.assemblee-nationale.fr/sycomore/fiche/1218
Brice,"Damas, Dominique, Jules",Meurthe-et-Moselle Groupe Républicains nationalistes,27 avril 1902,10 juillet 1905,28 octobre 1830,10 juillet 1905,1218,https://www2.assemblee-nationale.fr/sycomore/fiche/1218
Brice,"René, Joseph",Ille-et-Vilaine Groupe Centre gauche,8 février 1871,7 mars 1876,23 juin 1839,26 août 1921,1220,https://www2.assemblee-nationale.fr/sycomore/fiche/1220
Brice,"René, Joseph",Ille-et-Vilaine Groupe Centre gauche,20 février 1876,25 juin 1877,23 juin 1839,26 août 1921,1220,https://www2.assemblee-nationale.fr/sycomore/fiche/1220
Brice,"René, Joseph",Ille-et-Vilaine Groupe Centre gauche,14 octobre 1877,14 octobre 1881,23 juin 1839,26 août 1921,1220,https://www2.assemblee-nationale.fr/sycomore/fiche/1220
Brice,"René, Joseph",Ille-et-Vilaine Groupe Opportuniste,21 août 1881,14 octobre 1885,23 juin 1839,26 août 1921,1220,https://www2.assemblee-nationale.fr/sycomore/fiche/1220
Brice,"René, Joseph",Ille-et-Vilaine Groupe Opportuniste,4 octobre 1885,14 octobre 1889,23 juin 1839,26 août 1921,1220,https://www2.assemblee-nationale.fr/sycomore/fiche/1220
Brice,"René, Joseph",Ille-et-Vilaine Groupe Républicains progressistes,20 août 1893,31 mai 1898,23 juin 1839,26 août 1921,1220,https://www2.assemblee-nationale.fr/sycomore/fiche/1220
Brice,"René, Joseph",Ille-et-Vilaine Groupe Républicains progressistes,8 mai 1898,31 mai 1902,23 juin 1839,26 août 1921,1220,https://www2.assemblee-nationale.fr/sycomore/fiche/1220
Brice,"René, Joseph",Ille-et-Vilaine Groupe Défense nationale,27 avril 1902,31 mai 1906,23 juin 1839,26 août 1921,1220,https://www2.assemblee-nationale.fr/sycomore/fiche/1220
Brice,"René, Joseph",Ille-et-Vilaine Groupe Progressiste,6 mai 1906,31 mai 1910,23 juin 1839,26 août 1921,1220,https://www2.assemblee-nationale.fr/sycomore/fiche/1220
Brice,"René, Joseph",Ille-et-Vilaine Groupe Républicain progressiste,24 avril 1910,31 mai 1914,23 juin 1839,26 août 1921,1220,https://www2.assemblee-nationale.fr/sycomore/fiche/1220
Brice,"René, Joseph",Ille-et-Vilaine Groupe Fédération républicaine,26 avril 1914,7 décembre 1919,23 juin 1839,26 août 1921,1220,https://www2.assemblee-nationale.fr/sycomore/fiche/1220
Brice,"René, Joseph",Ille-et-Vilaine Groupe Entente républicaine démocratique,16 novembre 1919,26 août 1921,23 juin 1839,26 août 1921,1220,https://www2.assemblee-nationale.fr/sycomore/fiche/1220
Briens,"Ernest, François",Manche,6 mai 1883,14 octobre 1885,13 août 1835,10 août 1907,1224,https://www2.assemblee-nationale.fr/sycomore/fiche/1224
Briens,"Ernest, François",Manche Groupe Républicains progressistes,22 septembre 1889,14 octobre 1893,13 août 1835,10 août 1907,1224,https://www2.assemblee-nationale.fr/sycomore/fiche/1224
Briens,"Ernest, François",Manche Groupe Républicains progressistes,20 août 1893,15 janvier 1894,13 août 1835,10 août 1907,1224,https://www2.assemblee-nationale.fr/sycomore/fiche/1224
Brière,"Henri, Emile",Anciens départements d'Algérie Groupe Action démocratique et sociale,29 avril 1928,31 mai 1932,13 décembre 1873,25 mars 1957,1225,https://www2.assemblee-nationale.fr/sycomore/fiche/1225
Brière,"Henri, Emile",Anciens départements d'Algérie Groupe Députés du centre républicain,8 mai 1932,31 mai 1936,13 décembre 1873,25 mars 1957,1225,https://www2.assemblee-nationale.fr/sycomore/fiche/1225
Briffaut,"Henri, Jean-Baptiste",Nord Groupe Parti socialiste,11 mai 1924,31 mai 1928,30 juillet 1857,21 juin 1938,1226,https://www2.assemblee-nationale.fr/sycomore/fiche/1226
Brigault,Emilien,Indre-et-Loire Groupe Parti socialiste,11 mai 1924,31 mai 1928,15 septembre 1886,6 décembre 1974,1228,https://www2.assemblee-nationale.fr/sycomore/fiche/1228
Brille,"Michel, Louis",Somme Groupe Alliance des républicains de gauche et des radicaux indépendants,3 mai 1936,31 mai 1942,26 décembre 1895,14 janvier 1973,1229,https://www2.assemblee-nationale.fr/sycomore/fiche/1229
Brincard,"Louis, Ernest",Seine-et-Oise,6 octobre 1889,14 octobre 1893,11 mars 1842,18 janvier 1920,1233,https://www2.assemblee-nationale.fr/sycomore/fiche/1233
Brincard,"Louis, Ernest",Seine-et-Oise,20 août 1893,31 mai 1898,11 mars 1842,18 janvier 1920,1233,https://www2.assemblee-nationale.fr/sycomore/fiche/1233
Brindeau,"Louis, Eugène, Henri",Seine-Inférieure Groupe Républicains progressistes,10 mars 1895,31 mai 1898,21 décembre 1856,24 août 1936,1234,https://www2.assemblee-nationale.fr/sycomore/fiche/1234
Brindeau,"Louis, Eugène, Henri",Seine-Inférieure Groupe Républicains progressistes,22 mai 1898,31 mai 1902,21 décembre 1856,24 août 1936,1234,https://www2.assemblee-nationale.fr/sycomore/fiche/1234
Brindeau,"Louis, Eugène, Henri",Seine-Inférieure Groupe Républicains progressistes,27 avril 1902,31 mai 1906,21 décembre 1856,24 août 1936,1234,https://www2.assemblee-nationale.fr/sycomore/fiche/1234
Brindeau,"Louis, Eugène, Henri",Seine-Inférieure Groupe Progressiste,6 mai 1906,31 mai 1910,21 décembre 1856,24 août 1936,1234,https://www2.assemblee-nationale.fr/sycomore/fiche/1234
Brindeau,"Louis, Eugène, Henri",Seine-Inférieure Groupe Républicain progressiste,8 mai 1910,7 janvier 1912,21 décembre 1856,24 août 1936,1234,https://www2.assemblee-nationale.fr/sycomore/fiche/1234
Bringer,Louis,Lozère Groupe Gauche républicaine démocratique,16 novembre 1919,31 mai 1924,3 août 1872,11 décembre 1961,1235,https://www2.assemblee-nationale.fr/sycomore/fiche/1235
Bringer,Louis,Lozère Groupe Non inscrit,11 mai 1924,31 mai 1928,3 août 1872,11 décembre 1961,1235,https://www2.assemblee-nationale.fr/sycomore/fiche/1235
Bringer,Louis,Lozère Groupe Députés indépendants,22 avril 1928,3 février 1932,3 août 1872,11 décembre 1961,1235,https://www2.assemblee-nationale.fr/sycomore/fiche/1235
Briquet,"Camille, Victor, Joseph",Eure Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,10 mars 1880,28 novembre 1960,1238,https://www2.assemblee-nationale.fr/sycomore/fiche/1238
Briquet,"Camille, Victor, Joseph",Eure Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,10 mars 1880,28 novembre 1960,1238,https://www2.assemblee-nationale.fr/sycomore/fiche/1238
Briquet,"Camille, Victor, Joseph",Eure Groupe Républicain radical et radical-socialiste,3 mai 1936,31 mai 1942,10 mars 1880,28 novembre 1960,1238,https://www2.assemblee-nationale.fr/sycomore/fiche/1238
Briquet,Raoul,Pas-de-Calais Groupe Parti socialiste,8 mai 1910,31 mai 1914,4 novembre 1875,25 mars 1917,1239,https://www2.assemblee-nationale.fr/sycomore/fiche/1239
Briquet,Raoul,Pas-de-Calais Groupe Parti socialiste,10 mai 1914,25 mars 1917,4 novembre 1875,25 mars 1917,1239,https://www2.assemblee-nationale.fr/sycomore/fiche/1239
Brisson,"Henri, Eugène",Seine Groupe Union républicaine,8 février 1871,7 mars 1876,31 juillet 1835,13 avril 1912,1240,https://www2.assemblee-nationale.fr/sycomore/fiche/1240
Brisson,"Henri, Eugène",Seine Groupe Union républicaine,20 février 1876,25 juin 1877,31 juillet 1835,13 avril 1912,1240,https://www2.assemblee-nationale.fr/sycomore/fiche/1240
Brisson,"Henri, Eugène",Seine Groupe Union républicaine,14 octobre 1877,14 octobre 1881,31 juillet 1835,13 avril 1912,1240,https://www2.assemblee-nationale.fr/sycomore/fiche/1240
Brisson,"Henri, Eugène",Seine Groupe Union républicaine,21 août 1881,14 octobre 1885,31 juillet 1835,13 avril 1912,1240,https://www2.assemblee-nationale.fr/sycomore/fiche/1240
Brisson,"Henri, Eugène",Cher Groupe Union républicaine,18 octobre 1885,14 octobre 1889,31 juillet 1835,13 avril 1912,1240,https://www2.assemblee-nationale.fr/sycomore/fiche/1240
Brisson,"Henri, Eugène",Seine Groupe Gauche radicale,22 septembre 1889,14 octobre 1893,31 juillet 1835,13 avril 1912,1240,https://www2.assemblee-nationale.fr/sycomore/fiche/1240
Brisson,"Henri, Eugène",Seine Groupe Gauche radicale,20 août 1893,31 mai 1898,31 juillet 1835,13 avril 1912,1240,https://www2.assemblee-nationale.fr/sycomore/fiche/1240
Brisson,"Henri, Eugène",Seine Groupe Gauche radicale,8 mai 1898,31 mai 1902,31 juillet 1835,13 avril 1912,1240,https://www2.assemblee-nationale.fr/sycomore/fiche/1240
Brisson,"Henri, Eugène",Bouches-du-Rhône Groupe Gauche radicale,11 mai 1902,31 mai 1906,31 juillet 1835,13 avril 1912,1240,https://www2.assemblee-nationale.fr/sycomore/fiche/1240
Brisson,"Henri, Eugène",Bouches-du-Rhône Groupe Gauche radicale,6 mai 1906,31 mai 1910,31 juillet 1835,13 avril 1912,1240,https://www2.assemblee-nationale.fr/sycomore/fiche/1240
Brisson,"Henri, Eugène",Bouches-du-Rhône Groupe Gauche radicale,8 mai 1910,13 avril 1912,31 juillet 1835,13 avril 1912,1240,https://www2.assemblee-nationale.fr/sycomore/fiche/1240
Brisson,"Joseph, André, Paul, Benjamin",Gironde Groupe Non inscrit,11 mai 1902,31 mai 1906,28 mars 1857,14 janvier 1942,1241,https://www2.assemblee-nationale.fr/sycomore/fiche/1241
Brizon,Pierre,Allier Groupe Parti socialiste,24 avril 1910,31 mai 1914,16 mai 1878,1 août 1923,1242,https://www2.assemblee-nationale.fr/sycomore/fiche/1242
Brizon,Pierre,Allier Groupe Parti socialiste,26 avril 1914,7 décembre 1919,16 mai 1878,1 août 1923,1242,https://www2.assemblee-nationale.fr/sycomore/fiche/1242
Brocard,"Antonin, Félix, Gabriel",Seine Groupe Républicains de gauche,11 mai 1924,31 mai 1928,14 novembre 1885,28 mai 1950,1243,https://www2.assemblee-nationale.fr/sycomore/fiche/1243
Brocard,"Antonin, Félix, Gabriel",Seine Groupe Députés indépendants,29 avril 1928,31 mai 1932,14 novembre 1885,28 mai 1950,1243,https://www2.assemblee-nationale.fr/sycomore/fiche/1243
Brocard,"Antonin, Félix, Gabriel",Isère Groupe Indépendants,20 novembre 1932,31 mai 1936,14 novembre 1885,28 mai 1950,1243,https://www2.assemblee-nationale.fr/sycomore/fiche/1243
Brodel,"Louis, Edouard",Nord Groupe Parti socialiste,28 janvier 1934,26 janvier 1936,31 mars 1892,26 janvier 1936,1247,https://www2.assemblee-nationale.fr/sycomore/fiche/1247
d'Andigné,"Fortuné, Marie, Pierre",Maine-et-Loire Groupe Fédération républicaine,1 mai 1932,28 août 1935,11 décembre 1868,28 août 1935,125,https://www2.assemblee-nationale.fr/sycomore/fiche/125
Broglie,"Louis, Alphonse, Victor de",Mayenne Groupe Union des Droites,20 août 1893,31 mai 1898,31 octobre 1846,26 août 1906,1251,https://www2.assemblee-nationale.fr/sycomore/fiche/1251
Broglie,"Louis, Alphonse, Victor de",Mayenne Groupe Union des Droites,8 mai 1898,31 mai 1902,31 octobre 1846,26 août 1906,1251,https://www2.assemblee-nationale.fr/sycomore/fiche/1251
Broglie,"Louis, Alphonse, Victor de",Mayenne Groupe Non inscrit,27 avril 1902,31 mai 1906,31 octobre 1846,26 août 1906,1251,https://www2.assemblee-nationale.fr/sycomore/fiche/1251
Broglie,"Louis, Alphonse, Victor de",Mayenne Groupe Non inscrit,6 mai 1906,26 août 1906,31 octobre 1846,26 août 1906,1251,https://www2.assemblee-nationale.fr/sycomore/fiche/1251
Brogly,"Médard, Jules",Haut-Rhin Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,29 avril 1878,5 décembre 1959,1252,https://www2.assemblee-nationale.fr/sycomore/fiche/1252
Brogly,"Médard, Jules",Haut-Rhin Groupe Députés indépendants,29 avril 1928,31 mai 1932,29 avril 1878,5 décembre 1959,1252,https://www2.assemblee-nationale.fr/sycomore/fiche/1252
Brogly,"Médard, Jules",Haut-Rhin Groupe Républicains du centre,8 mai 1932,10 février 1936,29 avril 1878,5 décembre 1959,1252,https://www2.assemblee-nationale.fr/sycomore/fiche/1252
Brom,Joseph,Haut-Rhin Groupe Démocrates,11 mai 1924,31 mai 1928,10 octobre 1881,15 janvier 1945,1254,https://www2.assemblee-nationale.fr/sycomore/fiche/1254
Brom,Joseph,Haut-Rhin Groupe Démocrates populaires,22 avril 1928,31 mai 1932,10 octobre 1881,15 janvier 1945,1254,https://www2.assemblee-nationale.fr/sycomore/fiche/1254
Brom,Joseph,Haut-Rhin Groupe Démocrate populaire,1 mai 1932,31 mai 1936,10 octobre 1881,15 janvier 1945,1254,https://www2.assemblee-nationale.fr/sycomore/fiche/1254
Broussais,"Emile, Octave",Anciens départements d'Algérie Groupe Républicains radicaux-socialistes,24 avril 1910,31 mai 1914,20 juin 1855,7 février 1943,1258,https://www2.assemblee-nationale.fr/sycomore/fiche/1258
Broussais,"Emile, Octave",Anciens départements d'Algérie Groupe Parti républicain radical et radical socialiste,10 mai 1914,7 décembre 1919,20 juin 1855,7 février 1943,1258,https://www2.assemblee-nationale.fr/sycomore/fiche/1258
Brousse,Emile,Pyrénées-Orientales Groupe Gauche radicale,21 août 1881,14 octobre 1885,25 septembre 1850,27 février 1914,1259,https://www2.assemblee-nationale.fr/sycomore/fiche/1259
Brousse,Emile,Pyrénées-Orientales Groupe Gauche radicale,4 octobre 1885,14 octobre 1889,25 septembre 1850,27 février 1914,1259,https://www2.assemblee-nationale.fr/sycomore/fiche/1259
Brousse,Emile,Pyrénées-Orientales Groupe Gauche radicale,22 septembre 1889,14 octobre 1893,25 septembre 1850,27 février 1914,1259,https://www2.assemblee-nationale.fr/sycomore/fiche/1259
Brousse,Emile,Pyrénées-Orientales Groupe Gauche radicale,3 septembre 1893,25 novembre 1895,25 septembre 1850,27 février 1914,1259,https://www2.assemblee-nationale.fr/sycomore/fiche/1259
d'Andigné,"Geoffroy, Charles, François, Marie",Maine-et-Loire Groupe Non inscrit,11 mai 1924,31 mai 1928,11 février 1858,10 mars 1932,126,https://www2.assemblee-nationale.fr/sycomore/fiche/126
d'Andigné,"Geoffroy, Charles, François, Marie",Maine-et-Loire Groupe Députés indépendants,22 avril 1928,10 mars 1932,11 février 1858,10 mars 1932,126,https://www2.assemblee-nationale.fr/sycomore/fiche/126
Brousse,"Emmanuel, Louis, Alexis",Pyrénées-Orientales Groupe Gauche démocratique,6 mai 1906,31 mai 1910,23 août 1866,17 novembre 1926,1260,https://www2.assemblee-nationale.fr/sycomore/fiche/1260
Brousse,"Emmanuel, Louis, Alexis",Pyrénées-Orientales Groupe Gauche démocratique,24 avril 1910,31 mai 1914,23 août 1866,17 novembre 1926,1260,https://www2.assemblee-nationale.fr/sycomore/fiche/1260
Brousse,"Emmanuel, Louis, Alexis",Pyrénées-Orientales Groupe Gauche démocratique,26 avril 1914,7 décembre 1919,23 août 1866,17 novembre 1926,1260,https://www2.assemblee-nationale.fr/sycomore/fiche/1260
Brousse,"Emmanuel, Louis, Alexis",Pyrénées-Orientales Groupe Gauche républicaine démocratique,16 novembre 1919,31 mai 1924,23 août 1866,17 novembre 1926,1260,https://www2.assemblee-nationale.fr/sycomore/fiche/1260
Brousse,"Paul, Louis, Marie",Seine Groupe Socialistes unifiés,6 mai 1906,31 mai 1910,24 janvier 1844,1 avril 1912,1262,https://www2.assemblee-nationale.fr/sycomore/fiche/1262
Brout,"Marcel, Louis, Charles",Seine Groupe Communiste,3 mai 1936,31 mai 1942,23 mars 1887,24 mai 1957,1264,https://www2.assemblee-nationale.fr/sycomore/fiche/1264
Brugeilles,"Pierre, Joseph, Louis",Corrèze,18 octobre 1885,14 octobre 1889,19 mars 1845,8 février 1893,1266,https://www2.assemblee-nationale.fr/sycomore/fiche/1266
Brugère,"Aurélien, François, Marie, Jules",Dordogne Groupe Union républicaine,21 août 1881,14 octobre 1885,17 septembre 1841,1 juillet 1922,1267,https://www2.assemblee-nationale.fr/sycomore/fiche/1267
Brugère,"Aurélien, François, Marie, Jules",Dordogne Groupe Union des Gauches,4 octobre 1885,14 octobre 1889,17 septembre 1841,1 juillet 1922,1267,https://www2.assemblee-nationale.fr/sycomore/fiche/1267
Andraud,"Henry, Francisque, Bernard, Joseph",Puy-de-Dôme Groupe Parti socialiste,29 avril 1928,31 mai 1932,9 avril 1895,27 septembre 1949,127,https://www2.assemblee-nationale.fr/sycomore/fiche/127
Andraud,"Henry, Francisque, Bernard, Joseph",Puy-de-Dôme Groupe Parti socialiste de France,1 mai 1932,31 mai 1936,9 avril 1895,27 septembre 1949,127,https://www2.assemblee-nationale.fr/sycomore/fiche/127
Andraud,"Henry, Francisque, Bernard, Joseph",Puy-de-Dôme Groupe Non inscrit,3 mai 1936,31 mai 1942,9 avril 1895,27 septembre 1949,127,https://www2.assemblee-nationale.fr/sycomore/fiche/127
Brugnot,"Alfred, Barthélemy",Vosges,21 août 1881,14 octobre 1885,11 mai 1827,7 avril 1903,1271,https://www2.assemblee-nationale.fr/sycomore/fiche/1271
Brugnot,"Alfred, Barthélemy",Vosges,4 octobre 1885,14 octobre 1889,11 mai 1827,7 avril 1903,1271,https://www2.assemblee-nationale.fr/sycomore/fiche/1271
Brugnot,"Alfred, Barthélemy",Vosges,22 septembre 1889,19 janvier 1891,11 mai 1827,7 avril 1903,1271,https://www2.assemblee-nationale.fr/sycomore/fiche/1271
Brun,Félix,Rhône Groupe Communiste,3 mai 1936,21 janvier 1940,18 décembre 1896,24 octobre 1964,1274,https://www2.assemblee-nationale.fr/sycomore/fiche/1274
Brun,"Fernand, Jean, Alexis",Cantal,8 mai 1898,31 mai 1902,2 octobre 1867,12 octobre 1936,1275,https://www2.assemblee-nationale.fr/sycomore/fiche/1275
Brun,"Fernand, Jean, Alexis",Cantal Groupe Gauche radicale,27 avril 1902,31 mai 1906,2 octobre 1867,12 octobre 1936,1275,https://www2.assemblee-nationale.fr/sycomore/fiche/1275
Brun,"Fernand, Jean, Alexis",Cantal Groupe Gauche radicale,6 mai 1906,31 mai 1910,2 octobre 1867,12 octobre 1936,1275,https://www2.assemblee-nationale.fr/sycomore/fiche/1275
Brun,"Fernand, Jean, Alexis",Cantal Groupe Républicains radicaux-socialistes,8 mai 1910,31 mai 1914,2 octobre 1867,12 octobre 1936,1275,https://www2.assemblee-nationale.fr/sycomore/fiche/1275
Brun,"Fernand, Jean, Alexis",Cantal Groupe Parti républicain radical et radical socialiste,10 mai 1914,7 décembre 1919,2 octobre 1867,12 octobre 1936,1275,https://www2.assemblee-nationale.fr/sycomore/fiche/1275
Brun,"Fernand, Jean, Alexis",Cantal Groupe Gauche sociale et radicale,29 avril 1928,31 mai 1932,2 octobre 1867,12 octobre 1936,1275,https://www2.assemblee-nationale.fr/sycomore/fiche/1275
Brunard,Jules,Rhône Groupe Radical-socialiste,11 mai 1902,31 mai 1906,6 mai 1837,25 juillet 1910,1278,https://www2.assemblee-nationale.fr/sycomore/fiche/1278
Brunard,Jules,Rhône Groupe Gauche radicale-socialiste,6 mai 1906,31 mai 1910,6 mai 1837,25 juillet 1910,1278,https://www2.assemblee-nationale.fr/sycomore/fiche/1278
André,"Adrien, Baptiste, Honoré",Vienne Groupe Gauche radicale,22 avril 1928,31 mai 1932,29 mai 1884,22 avril 1965,128,https://www2.assemblee-nationale.fr/sycomore/fiche/128
André,"Adrien, Baptiste, Honoré",Vienne Groupe Gauche radicale,1 mai 1932,4 février 1936,29 mai 1884,22 avril 1965,128,https://www2.assemblee-nationale.fr/sycomore/fiche/128
André,"Adrien, Baptiste, Honoré",Vienne Groupe Républicain radical et radical-socialiste,17 juin 1951,1 décembre 1955,29 mai 1884,22 avril 1965,128,https://www2.assemblee-nationale.fr/sycomore/fiche/128
André,"Adrien, Baptiste, Honoré",Vienne Groupe Républicain radical et radical-socialiste,2 janvier 1956,8 décembre 1958,29 mai 1884,22 avril 1965,128,https://www2.assemblee-nationale.fr/sycomore/fiche/128
Brune,François,Ille-et-Vilaine Groupe Républicain,20 août 1893,31 mai 1898,1 avril 1835,29 décembre 1906,1280,https://www2.assemblee-nationale.fr/sycomore/fiche/1280
Brune,François,Ille-et-Vilaine Groupe Républicain,8 mai 1898,31 mai 1902,1 avril 1835,29 décembre 1906,1280,https://www2.assemblee-nationale.fr/sycomore/fiche/1280
Brunet,"Auguste, Charles, Désiré, Emmanuel",La Réunion Groupe Radical et radical-socialiste,11 mai 1924,31 mai 1928,4 janvier 1878,7 octobre 1957,1283,https://www2.assemblee-nationale.fr/sycomore/fiche/1283
Brunet,"Auguste, Charles, Désiré, Emmanuel",La Réunion Groupe Indépendants de gauche,22 avril 1928,31 mai 1932,4 janvier 1878,7 octobre 1957,1283,https://www2.assemblee-nationale.fr/sycomore/fiche/1283
Brunet,"Auguste, Charles, Désiré, Emmanuel",La Réunion Groupe Indépendants de gauche,15 mai 1932,31 mai 1936,4 janvier 1878,7 octobre 1957,1283,https://www2.assemblee-nationale.fr/sycomore/fiche/1283
Brunet,"Auguste, Charles, Désiré, Emmanuel",La Réunion Groupe Union socialiste et républicaine,26 avril 1936,31 mai 1942,4 janvier 1878,7 octobre 1957,1283,https://www2.assemblee-nationale.fr/sycomore/fiche/1283
Brunet,"Frédéric, Antoine",Seine Groupe Parti socialiste,26 avril 1914,7 décembre 1919,21 octobre 1868,23 avril 1932,1284,https://www2.assemblee-nationale.fr/sycomore/fiche/1284
Brunet,"Frédéric, Antoine",Seine Groupe Républicain socialiste et socialiste français,11 mai 1924,31 mai 1928,21 octobre 1868,23 avril 1932,1284,https://www2.assemblee-nationale.fr/sycomore/fiche/1284
Brunet,"Frédéric, Antoine",Seine Groupe Parti républicain socialiste et socialiste français,29 avril 1928,23 avril 1932,21 octobre 1868,23 avril 1932,1284,https://www2.assemblee-nationale.fr/sycomore/fiche/1284
Brunet,"Jules, Silvère",Dordogne Groupe Gauche démocratique,8 mai 1910,31 mai 1914,29 avril 1872,22 juillet 1962,1287,https://www2.assemblee-nationale.fr/sycomore/fiche/1287
Brunet,"Jules, Silvère",Dordogne Groupe Républicains de gauche,26 avril 1914,7 décembre 1919,29 avril 1872,22 juillet 1962,1287,https://www2.assemblee-nationale.fr/sycomore/fiche/1287
Brunet,"Jules, Silvère",Dordogne Groupe Républicains de gauche,16 novembre 1919,31 mai 1924,29 avril 1872,22 juillet 1962,1287,https://www2.assemblee-nationale.fr/sycomore/fiche/1287
Brunet,Louis,La Réunion Groupe Républicain,20 août 1893,31 mai 1898,23 juillet 1847,26 décembre 1905,1289,https://www2.assemblee-nationale.fr/sycomore/fiche/1289
Brunet,Louis,La Réunion Groupe Républicain radical,8 mai 1898,31 mai 1902,23 juillet 1847,26 décembre 1905,1289,https://www2.assemblee-nationale.fr/sycomore/fiche/1289
Brunet,Louis,La Réunion Groupe Radical-socialiste,27 avril 1902,26 mars 1905,23 juillet 1847,26 décembre 1905,1289,https://www2.assemblee-nationale.fr/sycomore/fiche/1289
Brunet,"René, Jean, Alfred",Drôme Groupe Parti socialiste,29 avril 1928,31 mai 1932,13 novembre 1882,10 mars 1951,1290,https://www2.assemblee-nationale.fr/sycomore/fiche/1290
Brunet,"René, Jean, Alfred",Drôme Groupe Parti socialiste,1 mai 1932,31 mai 1936,13 novembre 1882,10 mars 1951,1290,https://www2.assemblee-nationale.fr/sycomore/fiche/1290
Brunet,"René, Jean, Alfred",Drôme Groupe Socialiste,3 mai 1936,31 mai 1942,13 novembre 1882,10 mars 1951,1290,https://www2.assemblee-nationale.fr/sycomore/fiche/1290
Brunier,"Marie, Félix",Haute-Savoie Groupe Union des gauches,29 avril 1888,14 octobre 1889,26 octobre 1841,5 novembre 1891,1293,https://www2.assemblee-nationale.fr/sycomore/fiche/1293
Brunier,"Marie, Félix",Haute-Savoie Groupe Union des gauches,22 septembre 1889,5 novembre 1891,26 octobre 1841,5 novembre 1891,1293,https://www2.assemblee-nationale.fr/sycomore/fiche/1293
Bruyas,"Claude, Marie",Rhône Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,4 janvier 1892,9 juillet 1966,1295,https://www2.assemblee-nationale.fr/sycomore/fiche/1295
Bruyas,"Claude, Marie",Rhône Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,4 janvier 1892,9 juillet 1966,1295,https://www2.assemblee-nationale.fr/sycomore/fiche/1295
