nom,prenom,role,from_date,to_date,birth_date,death_date,senat_id,url
BUQUIN,René,Sarthe,5 octobre 1930,13 janvier 1936,30 octobre 1869,29 décembre 1961,buquin_rene1242r3,https://www.senat.fr/senateur-3eme-republique/buquin_rene1242r3.html
BUSSIERE,Etienne,Corrèze,5 mars 1911,8 janvier 1921,1er novembre 1858,9 octobre 1940,bussiere_etienne0457r3,https://www.senat.fr/senateur-3eme-republique/bussiere_etienne0457r3.html
BUSSIERE,Etienne,Corrèze,7 janvier 1912,,1er novembre 1858,9 octobre 1940,bussiere_etienne0457r3,https://www.senat.fr/senateur-3eme-republique/bussiere_etienne0457r3.html
BUSSON-BILLAULT,Henri,Loire-Inférieure,11 avril 1920,11 mai 1923,1er juillet 1853,11 mai 1923,busson_billault_henri1291r3,https://www.senat.fr/senateur-3eme-republique/busson_billault_henri1291r3.html
BUSSY,Eugène,Rhône,11 janvier 1920,8 janvier 1927,27 janvier 1860,26 juillet 1937,bussy_eugene1144r3,https://www.senat.fr/senateur-3eme-republique/bussy_eugene1144r3.html
BUTTERLIN,Joseph,Doubs,7 janvier 1912,8 janvier 1921,31 janvier 1845,22 septembre 1932,butterlin_joseph0683r3,https://www.senat.fr/senateur-3eme-republique/butterlin_joseph0683r3.html
BUVIGNIER,Jean,Meuse,1er avril 1894,24 décembre 1902,1er janvier 1823,24 décembre 1902,buvignier_jean1022r3,https://www.senat.fr/senateur-3eme-republique/buvignier_jean1022r3.html
BUVIGNIER,Jean,Meuse,3 janvier 1897,,1er janvier 1823,24 décembre 1902,buvignier_jean1022r3,https://www.senat.fr/senateur-3eme-republique/buvignier_jean1022r3.html
CABANES,Joseph,Cantal,25 janvier 1885,19 janvier 1891,13 octobre 1831,19 janvier 1891,cabanes_joseph0359r3,https://www.senat.fr/senateur-3eme-republique/cabanes_joseph0359r3.html
CABANES,Léon,Cantal,25 janvier 1885,11 juin 1886,28 janvier 1840,11 juin 1886,cabanes_leon0366r3,https://www.senat.fr/senateur-3eme-republique/cabanes_leon0366r3.html
CABART-DANNEVILLE,Charles-Maurice,Manche,18 août 1895,26 juillet 1918,24 juin 1846,24 juillet 1918,cabart_danneville_charles_maurice1036r3,https://www.senat.fr/senateur-3eme-republique/cabart_danneville_charles_maurice1036r3.html
CABART-DANNEVILLE,Charles-Maurice,Manche,3 janvier 1897,,24 juin 1846,24 juillet 1918,cabart_danneville_charles_maurice1036r3,https://www.senat.fr/senateur-3eme-republique/cabart_danneville_charles_maurice1036r3.html
CABART-DANNEVILLE,Charles-Maurice,Manche,7 janvier 1906,,24 juin 1846,24 juillet 1918,cabart_danneville_charles_maurice1036r3,https://www.senat.fr/senateur-3eme-republique/cabart_danneville_charles_maurice1036r3.html
CABART-DANNEVILLE,Maurice,Manche,27 juillet 1930,31 décembre 1941,9 janvier 1886,2 mai 1942,cabart_danneville_maurice1042r3,https://www.senat.fr/senateur-3eme-republique/cabart_danneville_maurice1042r3.html
CABART-DANNEVILLE,Maurice,Manche,10 janvier 1933,,9 janvier 1886,2 mai 1942,cabart_danneville_maurice1042r3,https://www.senat.fr/senateur-3eme-republique/cabart_danneville_maurice1042r3.html
CACHET,Louis,Orne,5 juin 1910,9 octobre 1914,21 avril 1850,9 octobre 1914,cachet_louis0907r3,https://www.senat.fr/senateur-3eme-republique/cachet_louis0907r3.html
CACHIN,Marcel,Seine,14 janvier 1936,29 février 1940,20 septembre 1869,12 février 1958,cachin_marcel1405r3,https://www.senat.fr/senateur-3eme-republique/cachin_marcel1405r3.html
CADILHON,Charles,Landes,11 janvier 1920,9 janvier 1933,15 décembre 1876,22 décembre 1940,cadilhon_charles0345r3,https://www.senat.fr/senateur-3eme-republique/cadilhon_charles0345r3.html
CADILHON,Charles,Landes,6 janvier 1924,,15 décembre 1876,22 décembre 1940,cadilhon_charles0345r3,https://www.senat.fr/senateur-3eme-republique/cadilhon_charles0345r3.html
CADOT,Henri,Pas-de-Calais,21 décembre 1930,13 janvier 1936,22 avril 1864,13 décembre 1947,cadot_henri0980r3,https://www.senat.fr/senateur-3eme-republique/cadot_henri0980r3.html
CADUC,Armand,Gironde,26 avril 1885,25 août 1902,13 septembre 1818,25 août 1902,caduc_armand0216r3,https://www.senat.fr/senateur-3eme-republique/caduc_armand0216r3.html
CADUC,Armand,Gironde,5 janvier 1888,,13 septembre 1818,25 août 1902,caduc_armand0216r3,https://www.senat.fr/senateur-3eme-republique/caduc_armand0216r3.html
CADUC,Armand,Gironde,3 janvier 1897,,13 septembre 1818,25 août 1902,caduc_armand0216r3,https://www.senat.fr/senateur-3eme-republique/caduc_armand0216r3.html
CAILLAUX,Eugène,Sarthe,30 janvier 1876,7 janvier 1882,8 septembre 1822,8 août 1896,caillaux_eugene1249r3,https://www.senat.fr/senateur-3eme-republique/caillaux_eugene1249r3.html
CAILLAUX,Joseph,Sarthe,12 juillet 1925,21 novembre 1944,30 mars 1863,21 novembre 1944,caillaux_joseph1254r3,https://www.senat.fr/senateur-3eme-republique/caillaux_joseph1254r3.html
CAILLAUX,Joseph,Sarthe,9 janvier 1927,,30 mars 1863,21 novembre 1944,caillaux_joseph1254r3,https://www.senat.fr/senateur-3eme-republique/caillaux_joseph1254r3.html
CAILLAUX,Joseph,Sarthe,14 janvier 1936,,30 mars 1863,21 novembre 1944,caillaux_joseph1254r3,https://www.senat.fr/senateur-3eme-republique/caillaux_joseph1254r3.html
CAILLIER,René,Gironde,3 janvier 1932,31 décembre 1941,7 juillet 1879,11 novembre 1946,caillier_rene0196r3,https://www.senat.fr/senateur-3eme-republique/caillier_rene0196r3.html
CAILLIER,René,Gironde,10 janvier 1933,,7 juillet 1879,11 novembre 1946,caillier_rene0196r3,https://www.senat.fr/senateur-3eme-republique/caillier_rene0196r3.html
CALLEN,Jean,Gironde,5 janvier 1879,4 janvier 1888,30 octobre 1820,,callen_jean0211r3,https://www.senat.fr/senateur-3eme-republique/callen_jean0211r3.html
CALMEL,Armand,Gironde,6 janvier 1924,31 décembre 1941,7 avril 1871,20 septembre 1959,calmel_armand0209r3,https://www.senat.fr/senateur-3eme-republique/calmel_armand0209r3.html
CALMEL,Armand,Gironde,10 janvier 1933,,7 avril 1871,20 septembre 1959,calmel_armand0209r3,https://www.senat.fr/senateur-3eme-republique/calmel_armand0209r3.html
CALMON,Marc-Antoine,Inamovible,13 décembre 1875,12 octobre 1890,3 mars 1815,12 octobre 1890,calmon_marc_antoine1441r3,https://www.senat.fr/senateur-3eme-republique/calmon_marc_antoine1441r3.html
CALOUIN de TREVILLE,Bernard-Louis,Inamovible,11 décembre 1875,18 février 1886,28 février 1802,,calouin_de_treville_bernard_louis1540r3,https://www.senat.fr/senateur-3eme-republique/calouin_de_treville_bernard_louis1540r3.html
CALVET,Auguste,Charente-Inférieure,7 janvier 1894,6 janvier 1912,16 novembre 1843,26 mars 1921,calvet_auguste0412r3,https://www.senat.fr/senateur-3eme-republique/calvet_auguste0412r3.html
CALVET,Auguste,Charente-Inférieure,4 janvier 1903,,16 novembre 1843,26 mars 1921,calvet_auguste0412r3,https://www.senat.fr/senateur-3eme-republique/calvet_auguste0412r3.html
CAMBOULIVES,Laurent,Tarn,14 janvier 1936,31 décembre 1944,26 août 1883,14 janvier 1962,camboulives_laurent1689r3,https://www.senat.fr/senateur-3eme-republique/camboulives_laurent1689r3.html
CAMESCASSE,Jean,Pas-de-Calais,4 janvier 1891,9 juin 1897,23 septembre 1838,9 juin 1897,camescasse_jean0957r3,https://www.senat.fr/senateur-3eme-republique/camescasse_jean0957r3.html
CAMPARAN,Victor,Haute-Garonne,5 janvier 1879,6 janvier 1906,29 novembre 1832,27 octobre 1912,camparan_victor0101r3,https://www.senat.fr/senateur-3eme-republique/camparan_victor0101r3.html
CAMPARAN,Victor,Haute-Garonne,5 janvier 1888,,29 novembre 1832,27 octobre 1912,camparan_victor0101r3,https://www.senat.fr/senateur-3eme-republique/camparan_victor0101r3.html
CAMPARAN,Victor,Haute-Garonne,3 janvier 1897,,29 novembre 1832,27 octobre 1912,camparan_victor0101r3,https://www.senat.fr/senateur-3eme-republique/camparan_victor0101r3.html
CAMPENON,Jean-Baptiste,Inamovible,8 décembre 1883,16 mars 1891,4 mai 1819,16 mars 1891,campenon_jean_baptiste1442r3,https://www.senat.fr/senateur-3eme-republique/campenon_jean_baptiste1442r3.html
CANNAC,Paul,Aveyron,7 janvier 1912,8 janvier 1921,21 décembre 1858,20 décembre 1935,cannac_paul0288r3,https://www.senat.fr/senateur-3eme-republique/cannac_paul0288r3.html
CANROBERT,François,Charente,9 novembre 1879,7 janvier 1894,27 juin 1809,28 janvier 1896,canrobert_francois0394r3,https://www.senat.fr/senateur-3eme-republique/canrobert_francois0394r3.html
CANROBERT,François,Charente,25 janvier 1885,,27 juin 1809,28 janvier 1896,canrobert_francois0394r3,https://www.senat.fr/senateur-3eme-republique/canrobert_francois0394r3.html
CAPERAN,Charles,Tarn-et-Garonne,7 juillet 1912,10 janvier 1920,12 novembre 1862,17 avril 1938,caperan_charles1716r3,https://www.senat.fr/senateur-3eme-republique/caperan_charles1716r3.html
CAPUS,Joseph,Gironde,2 février 1930,31 décembre 1941,18 août 1867,1er mai 1947,capus_joseph0215r3,https://www.senat.fr/senateur-3eme-republique/capus_joseph0215r3.html
CAPUS,Joseph,Gironde,10 janvier 1933,,18 août 1867,1er mai 1947,capus_joseph0215r3,https://www.senat.fr/senateur-3eme-republique/capus_joseph0215r3.html
CARNOT,Hippolyte,Inamovible,15 décembre 1875,15 mars 1888,6 août 1801,15 mars 1888,carnot_hippolyte1446r3,https://www.senat.fr/senateur-3eme-republique/carnot_hippolyte1446r3.html
CARQUET,François,Savoie,8 janvier 1882,3 janvier 1891,22 octobre 1810,23 juillet 1899,carquet_francois1295r3,https://www.senat.fr/senateur-3eme-republique/carquet_francois1295r3.html
CARRE-BONVALET,René,Charente-Inférieure,2 décembre 1934,21 octobre 1945,11 août 1875,9 février 1953,carre_bonvalet_rene0423r3,https://www.senat.fr/senateur-3eme-republique/carre_bonvalet_rene0423r3.html
CARRE-BONVALET,René,Charente-Inférieure,10 janvier 1939,,11 août 1875,9 février 1953,carre_bonvalet_rene0423r3,https://www.senat.fr/senateur-3eme-republique/carre_bonvalet_rene0423r3.html
CARRERE,Bertrand,Haute-Garonne,10 janvier 1933,31 décembre 1941,29 septembre 1880,26 juillet 1957,carrere_bertrand0105r3,https://www.senat.fr/senateur-3eme-republique/carrere_bertrand0105r3.html
CARRERE,Gaston,Lot-et-Garonne,11 janvier 1920,1er août 1936,27 juillet 1877,1er août 1936,carrere_gaston0762r3,https://www.senat.fr/senateur-3eme-republique/carrere_gaston0762r3.html
CARRERE,Gaston,Lot-et-Garonne,6 janvier 1924,,27 juillet 1877,1er août 1936,carrere_gaston0762r3,https://www.senat.fr/senateur-3eme-republique/carrere_gaston0762r3.html
CARRERE,Gaston,Lot-et-Garonne,10 janvier 1933,,27 juillet 1877,1er août 1936,carrere_gaston0762r3,https://www.senat.fr/senateur-3eme-republique/carrere_gaston0762r3.html
CARRERE,Gaston,Lot-et-Garonne,16 octobre 1932,,27 juillet 1877,1er août 1936,carrere_gaston0762r3,https://www.senat.fr/senateur-3eme-republique/carrere_gaston0762r3.html
CASABIANCA (de),Paul,Corse,25 janvier 1885,3 janvier 1903,13 septembre 1839,12 mars 1916,casabianca_de_paul1854r3,https://www.senat.fr/senateur-3eme-republique/casabianca_de_paul1854r3.html
CASABIANCA (de),Paul,Corse,7 janvier 1894,,13 septembre 1839,12 mars 1916,casabianca_de_paul1854r3,https://www.senat.fr/senateur-3eme-republique/casabianca_de_paul1854r3.html
CASIMIR-PERIER,Paul,Seine-Inférieure,4 janvier 1891,8 juin 1897,10 décembre 1812,8 juin 1897,casimir_perier_paul1582r3,https://www.senat.fr/senateur-3eme-republique/casimir_perier_paul1582r3.html
CASSEZ,Emile,Haute-Marne,6 janvier 1924,31 décembre 1941,23 juillet 1871,14 septembre 1948,cassez_emile0867r3,https://www.senat.fr/senateur-3eme-republique/cassez_emile0867r3.html
CASSEZ,Emile,Haute-Marne,10 janvier 1933,,23 juillet 1871,14 septembre 1948,cassez_emile0867r3,https://www.senat.fr/senateur-3eme-republique/cassez_emile0867r3.html
CASSOU,Jean,Basses-Pyrénées,28 octobre 1900,17 janvier 1906,31 mai 1827,17 janvier 1906,cassou_jean1049r3,https://www.senat.fr/senateur-3eme-republique/cassou_jean1049r3.html
CASTILLARD,Henri,Aube,6 juin 1909,22 juillet 1927,3 septembre 1847,22 juillet 1927,castillard_henri0222r3,https://www.senat.fr/senateur-3eme-republique/castillard_henri0222r3.html
CASTILLARD,Henri,Aube,7 janvier 1912,,3 septembre 1847,22 juillet 1927,castillard_henri0222r3,https://www.senat.fr/senateur-3eme-republique/castillard_henri0222r3.html
CASTILLARD,Henri,Aube,9 janvier 1921,,3 septembre 1847,22 juillet 1927,castillard_henri0222r3,https://www.senat.fr/senateur-3eme-republique/castillard_henri0222r3.html
CATALOGNE,Jacques,Basses-Pyrénées,7 janvier 1906,6 janvier 1934,27 septembre 1856,6 octobre 1934,catalogne_jacques1059r3,https://www.senat.fr/senateur-3eme-republique/catalogne_jacques1059r3.html
CATALOGNE,Jacques,Basses-Pyrénées,3 janvier 1909,,27 septembre 1856,6 octobre 1934,catalogne_jacques1059r3,https://www.senat.fr/senateur-3eme-republique/catalogne_jacques1059r3.html
CATALOGNE,Jacques,Basses-Pyrénées,11 janvier 1920,,27 septembre 1856,6 octobre 1934,catalogne_jacques1059r3,https://www.senat.fr/senateur-3eme-republique/catalogne_jacques1059r3.html
CATALOGNE,Jacques,Basses-Pyrénées,9 janvier 1927,,27 septembre 1856,6 octobre 1934,catalogne_jacques1059r3,https://www.senat.fr/senateur-3eme-republique/catalogne_jacques1059r3.html
CAUTRU,Camille,Calvados,28 juin 1936,21 octobre 1945,"4 février
1879",14 octobre 1969,cautru_camille0339r3,https://www.senat.fr/senateur-3eme-republique/cautru_camille0339r3.html
CAUTRU,Camille,Calvados,10 janvier 1939,,"4 février
1879",14 octobre 1969,cautru_camille0339r3,https://www.senat.fr/senateur-3eme-republique/cautru_camille0339r3.html
CAUVIN,Ernest,Somme,18 août 1907,21 décembre 1922,24 juillet 1843,21 décembre 1922,cauvin_ernest1658r3,https://www.senat.fr/senateur-3eme-republique/cauvin_ernest1658r3.html
CAUVIN,Ernest,Somme,3 janvier 1909,,24 juillet 1843,21 décembre 1922,cauvin_ernest1658r3,https://www.senat.fr/senateur-3eme-republique/cauvin_ernest1658r3.html
CAUVIN,Ernest,Somme,11 janvier 1920,,24 juillet 1843,21 décembre 1922,cauvin_ernest1658r3,https://www.senat.fr/senateur-3eme-republique/cauvin_ernest1658r3.html
CAVILLON,Edmond,Somme,30 mai 1926,13 janvier 1936,6 août 1875,25 mai 1957,cavillon_edmond1697r3,https://www.senat.fr/senateur-3eme-republique/cavillon_edmond1697r3.html
CAVILLON,Edmond,Somme,9 janvier 1927,,6 août 1875,25 mai 1957,cavillon_edmond1697r3,https://www.senat.fr/senateur-3eme-republique/cavillon_edmond1697r3.html
CAZALAS,Louis,Hautes-Pyrénées,30 janvier 1876,7 janvier 1882,1er septembre 1813,14 octobre 1884,cazalas_louis1076r3,https://www.senat.fr/senateur-3eme-republique/cazalas_louis1076r3.html
CAZALS,Noël,Cantal,9 janvier 1921,13 janvier 1930,24 décembre 1861,30 avril 1942,cazals_noel0372r3,https://www.senat.fr/senateur-3eme-republique/cazals_noel0372r3.html
CAZE,Edmond,Haute-Garonne,7 janvier 1906,10 septembre 1907,16 septembre 1839,10 septembre 1907,caze_edmond0102r3,https://www.senat.fr/senateur-3eme-republique/caze_edmond0102r3.html
CAZELLES,Jean,Gard,11 janvier 1920,22 mars 1924,31 août 1860,22 mars 1924,cazelles_jean0828r3,https://www.senat.fr/senateur-3eme-republique/cazelles_jean0828r3.html
CAZELLES,Jean,Gard,9 janvier 1921,,31 août 1860,22 mars 1924,cazelles_jean0828r3,https://www.senat.fr/senateur-3eme-republique/cazelles_jean0828r3.html
CAZENEUVE,Paul,Rhône,3 janvier 1909,10 janvier 1920,10 janvier 1852,30 mars 1934,cazeneuve_paul1143r3,https://www.senat.fr/senateur-3eme-republique/cazeneuve_paul1143r3.html
CAZOT,Jules,Inamovible,16 décembre 1875,27 décembre 1912,11 février 1821,27 décembre 1912,cazot_jules1447r3,https://www.senat.fr/senateur-3eme-republique/cazot_jules1447r3.html
CENCELME,Charles,Jura,10 janvier 1933,7 août 1937,19 octobre 1878,7 août 1937,cencelme_charles0453r3,https://www.senat.fr/senateur-3eme-republique/cencelme_charles0453r3.html
CESBRON Fabien dit,FABIEN-CESBRON,Maine-et-Loire,30 avril 1911,10 janvier 1920,13 janvier 1862,26 avril 1931,cesbron_fabien1065r3,https://www.senat.fr/senateur-3eme-republique/cesbron_fabien1065r3.html
CHABERT,Charles,Drôme,26 avril 1908,30 septembre 1923,16 décembre 1852,30 septembre 1923,chabert_charles0722r3,https://www.senat.fr/senateur-3eme-republique/chabert_charles0722r3.html
CHABERT,Charles,Drôme,7 janvier 1912,,16 décembre 1852,30 septembre 1923,chabert_charles0722r3,https://www.senat.fr/senateur-3eme-republique/chabert_charles0722r3.html
CHABERT,Charles,Drôme,9 janvier 1921,,16 décembre 1852,30 septembre 1923,chabert_charles0722r3,https://www.senat.fr/senateur-3eme-republique/chabert_charles0722r3.html
CHABRIE,Adrien,Tarn-et-Garonne,4 janvier 1903,2 janvier 1909,3 août 1855,2 octobre 1926,chabrie_adrien1726r3,https://www.senat.fr/senateur-3eme-republique/chabrie_adrien1726r3.html
CHAGNAUD,Léon,Creuse,9 janvier 1921,13 janvier 1930,12 mars 1866,31 juillet 1930,chagnaud_leon0646r3,https://www.senat.fr/senateur-3eme-republique/chagnaud_leon0646r3.html
CHAIX,Cyprien,Hautes-Alpes,1er mai 1888,20 août 1899,11 novembre 1821,,chaix_cyprien0074r3,https://www.senat.fr/senateur-3eme-republique/chaix_cyprien0074r3.html
CHAIX,Cyprien,Hautes-Alpes,7 janvier 1894,,11 novembre 1821,,chaix_cyprien0074r3,https://www.senat.fr/senateur-3eme-republique/chaix_cyprien0074r3.html
CHALAMET,Henri,Ardèche,11 janvier 1920,13 janvier 1930,16 septembre 1849,17 mai 1935,chalamet_henri0144r3,https://www.senat.fr/senateur-3eme-republique/chalamet_henri0144r3.html
CHALAMET,Henri,Ardèche,9 janvier 1921,,16 septembre 1849,17 mai 1935,chalamet_henri0144r3,https://www.senat.fr/senateur-3eme-republique/chalamet_henri0144r3.html
CHALAMET,Jean,Ardèche,1er avril 1883,5 décembre 1895,19 décembre 1822,5 décembre 1895,chalamet_jean0131r3,https://www.senat.fr/senateur-3eme-republique/chalamet_jean0131r3.html
CHALAMET,Jean,Ardèche,25 janvier 1885,,19 décembre 1822,5 décembre 1895,chalamet_jean0131r3,https://www.senat.fr/senateur-3eme-republique/chalamet_jean0131r3.html
CHALAMET,Jean,Ardèche,7 janvier 1894,,19 décembre 1822,5 décembre 1895,chalamet_jean0131r3,https://www.senat.fr/senateur-3eme-republique/chalamet_jean0131r3.html
CHALLEMEL-LACOUR,Paul,Bouches-du-Rhône,30 janvier 1876,26 octobre 1896 Fonctions exercées au cours de ses,19 mai 1827,26 octobre 1896,challemel_lacour_paul0315r3,https://www.senat.fr/senateur-3eme-republique/challemel_lacour_paul0315r3.html
CHALLEMEL-LACOUR,Paul,Bouches-du-Rhône,25 janvier 1885,,19 mai 1827,26 octobre 1896,challemel_lacour_paul0315r3,https://www.senat.fr/senateur-3eme-republique/challemel_lacour_paul0315r3.html
CHALLEMEL-LACOUR,Paul,Bouches-du-Rhône,7 janvier 1894,,19 mai 1827,26 octobre 1896,challemel_lacour_paul0315r3,https://www.senat.fr/senateur-3eme-republique/challemel_lacour_paul0315r3.html
CHAMBIGE,Léon,Puy-de-Dôme,3 janvier 1909,21 novembre 1914,21 janvier 1853,21 novembre 1914,chambige_leon1005r3,https://www.senat.fr/senateur-3eme-republique/chambige_leon1005r3.html
CHAMBONNET,Auguste,Creuse,10 janvier 1939,21 octobre 1945,6 mai 1888,15 mai 1974,chambonnet_auguste0629r3,https://www.senat.fr/senateur-3eme-republique/chambonnet_auguste0629r3.html
CHAMPETIER de RIBES,Auguste,Basses-Pyrénées,9 décembre 1934,31 décembre 1944,30 juillet 1882,6 mars 1947,champetier_de_ribes_auguste0517r4,https://www.senat.fr/senateur-3eme-republique/champetier_de_ribes_auguste0517r4.html
CHAMPETIER de RIBES,Auguste,Basses-Pyrénées,14 janvier 1936,,30 juillet 1882,6 mars 1947,champetier_de_ribes_auguste0517r4,https://www.senat.fr/senateur-3eme-republique/champetier_de_ribes_auguste0517r4.html
CHANAL Jean dit Eugène,CHANAL,Ain,11 janvier 1920,21 octobre 1945,28 juillet 1868,8 mars 1951,chanal_jean0017r3,https://www.senat.fr/senateur-3eme-republique/chanal_jean0017r3.html
CHANAL Jean dit Eugène,CHANAL,Ain,9 janvier 1921,,28 juillet 1868,8 mars 1951,chanal_jean0017r3,https://www.senat.fr/senateur-3eme-republique/chanal_jean0017r3.html
CHANAL Jean dit Eugène,CHANAL,Ain,14 janvier 1930,,28 juillet 1868,8 mars 1951,chanal_jean0017r3,https://www.senat.fr/senateur-3eme-republique/chanal_jean0017r3.html
CHANAL Jean dit Eugène,CHANAL,Ain,10 janvier 1939,,28 juillet 1868,8 mars 1951,chanal_jean0017r3,https://www.senat.fr/senateur-3eme-republique/chanal_jean0017r3.html
CHANTAGREL,Jean,Puy-de-Dôme,2 octobre 1898,21 avril 1907,14 avril 1822,21 avril 1907,chantagrel_jean0998r3,https://www.senat.fr/senateur-3eme-republique/chantagrel_jean0998r3.html
CHANTAGREL,Jean,Puy-de-Dôme,28 janvier 1900,,14 avril 1822,21 avril 1907,chantagrel_jean0998r3,https://www.senat.fr/senateur-3eme-republique/chantagrel_jean0998r3.html
CHANTEMILLE,Joseph,Allier,25 janvier 1885,3 janvier 1903,23 avril 1827,28 mai 1909,chantemille_joseph0047r3,https://www.senat.fr/senateur-3eme-republique/chantemille_joseph0047r3.html
CHANTEMILLE,Joseph,Allier,7 janvier 1894,,23 avril 1827,28 mai 1909,chantemille_joseph0047r3,https://www.senat.fr/senateur-3eme-republique/chantemille_joseph0047r3.html
CHANZY,Alfred,Inamovible,10 décembre 1875,5 janvier 1883,18 mars 1823,5 janvier 1883,chanzy_alfred1452r3,https://www.senat.fr/senateur-3eme-republique/chanzy_alfred1452r3.html
CHAPSAL,Fernand,Charente-Inférieure,17 juillet 1921,10 février 1939,10 mars 1862,10 février 1939,chapsal_fernand0417r3,https://www.senat.fr/senateur-3eme-republique/chapsal_fernand0417r3.html
CHAPSAL,Fernand,Charente-Inférieure,14 janvier 1930,,10 mars 1862,10 février 1939,chapsal_fernand0417r3,https://www.senat.fr/senateur-3eme-republique/chapsal_fernand0417r3.html
CHAPSAL,Fernand,Charente-Inférieure,10 janvier 1939,,10 mars 1862,10 février 1939,chapsal_fernand0417r3,https://www.senat.fr/senateur-3eme-republique/chapsal_fernand0417r3.html
CHAPUIS,Gustave,Meurthe-et-Moselle,29 janvier 1911,10 janvier 1920,12 janvier 1851,22 décembre 1920,chapuis_gustave0947r3,https://www.senat.fr/senateur-3eme-republique/chapuis_gustave0947r3.html
CHARABOT,Eugène,Alpes-Maritimes,18 avril 1926,29 avril 1937,14 juillet 1870,19 janvier 1938,charabot_eugene0118r3,https://www.senat.fr/senateur-3eme-republique/charabot_eugene0118r3.html
CHARABOT,Eugène,Alpes-Maritimes,14 janvier 1930,,14 juillet 1870,19 janvier 1938,charabot_eugene0118r3,https://www.senat.fr/senateur-3eme-republique/charabot_eugene0118r3.html
CHARDON,Alfred,Haute-Savoie,30 janvier 1876,10 août 1893,4 octobre 1828,10 août 1893,chardon_alfred1311r3,https://www.senat.fr/senateur-3eme-republique/chardon_alfred1311r3.html
CHARDON,Alfred,Haute-Savoie,8 janvier 1882,,4 octobre 1828,10 août 1893,chardon_alfred1311r3,https://www.senat.fr/senateur-3eme-republique/chardon_alfred1311r3.html
CHARDON,Alfred,Haute-Savoie,4 janvier 1891,,4 octobre 1828,10 août 1893,chardon_alfred1311r3,https://www.senat.fr/senateur-3eme-republique/chardon_alfred1311r3.html
CHARMES,Francis,Cantal,28 janvier 1900,6 janvier 1912,21 novembre 1848,,charmes_francis0370r3,https://www.senat.fr/senateur-3eme-republique/charmes_francis0370r3.html
CHARMES,Francis,Cantal,4 janvier 1903,,21 novembre 1848,,charmes_francis0370r3,https://www.senat.fr/senateur-3eme-republique/charmes_francis0370r3.html
CHARPENTIER,Léon,Ardennes,11 janvier 1920,13 janvier 1930,22 août 1859,12 mai 1945,charpentier_leon0163r3,https://www.senat.fr/senateur-3eme-republique/charpentier_leon0163r3.html
CHARPENTIER,Léon,Ardennes,9 janvier 1921,,22 août 1859,12 mai 1945,charpentier_leon0163r3,https://www.senat.fr/senateur-3eme-republique/charpentier_leon0163r3.html
CHARTON,Edouard,Yonne,30 janvier 1876,26 février 1890,11 mai 1807,26 février 1890,charton_edouard1837r3,https://www.senat.fr/senateur-3eme-republique/charton_edouard1837r3.html
CHARTON,Edouard,Yonne,8 janvier 1882,,11 mai 1807,26 février 1890,charton_edouard1837r3,https://www.senat.fr/senateur-3eme-republique/charton_edouard1837r3.html
CHASSAING,Eugène,Puy-de-Dôme,6 juillet 1930,31 décembre 1944,7 juillet 1876,1er mars 1968,chassaing_eugene0995r3,https://www.senat.fr/senateur-3eme-republique/chassaing_eugene0995r3.html
CHASSAING,Eugène,Puy-de-Dôme,14 janvier 1936,,7 juillet 1876,1er mars 1968,chassaing_eugene0995r3,https://www.senat.fr/senateur-3eme-republique/chassaing_eugene0995r3.html
CHASTENET de CASTAING,Guillaume,Gironde,7 janvier 1912,9 janvier 1933,5 juillet 1858,20 juillet 1933,chastenet_de_castaing_guillaume0201r3,https://www.senat.fr/senateur-3eme-republique/chastenet_de_castaing_guillaume0201r3.html
CHASTENET de CASTAING,Guillaume,Gironde,11 janvier 1920,,5 juillet 1858,20 juillet 1933,chastenet_de_castaing_guillaume0201r3,https://www.senat.fr/senateur-3eme-republique/chastenet_de_castaing_guillaume0201r3.html
CHASTENET de CASTAING,Guillaume,Gironde,6 janvier 1924,,5 juillet 1858,20 juillet 1933,chastenet_de_castaing_guillaume0201r3,https://www.senat.fr/senateur-3eme-republique/chastenet_de_castaing_guillaume0201r3.html
CHATTELEYN,Félix,Nord,10 janvier 1904,6 janvier 1906,13 avril 1861,20 novembre 1934,chatteleyn_felix1420r3,https://www.senat.fr/senateur-3eme-republique/chatteleyn_felix1420r3.html
CHAUMET,Jean,Gironde,28 janvier 1923,27 janvier 1932,21 février 1866,27 janvier 1932,chaumet_jean0195r3,https://www.senat.fr/senateur-3eme-republique/chaumet_jean0195r3.html
CHAUMET,Jean,Gironde,6 janvier 1924,,21 février 1866,27 janvier 1932,chaumet_jean0195r3,https://www.senat.fr/senateur-3eme-republique/chaumet_jean0195r3.html
CHAUMIE,Joseph,Lot-et-Garonne,3 janvier 1897,18 juillet 1919,17 mars 1849,18 juillet 1919,chaumie_joseph0747r3,https://www.senat.fr/senateur-3eme-republique/chaumie_joseph0747r3.html
CHAUMIE,Joseph,Lot-et-Garonne,7 janvier 1906,,17 mars 1849,18 juillet 1919,chaumie_joseph0747r3,https://www.senat.fr/senateur-3eme-republique/chaumie_joseph0747r3.html
CHAUMIE,Pierre,Lot-et-Garonne,6 janvier 1935,31 décembre 1941,21 février 1880,13 juin 1966,chaumie_pierre0741r3,https://www.senat.fr/senateur-3eme-republique/chaumie_pierre0741r3.html
