mandature_id,mandature_name,mandature_start_date,mandature_end_date,mandature_wikidata_qid,person_id,last_name,first_name,birth_date,death_date,department,group,mandate_start_date,mandate_end_date,mandate_duration,institution,sycomore_id,senat_id,wikidata_qid
senat_1875,Lois constitutionnelles de 1875,1875-12-09,,,de cornulier-luciniere_1809-07-17,de CORNULIER-LUCINIERE,Hippolyte,1809-07-17,1886-04-17,Inamovible,,1875-12-11,1886-04-16,3779.0,senat,,de_cornulier_luciniere_hippolyte1459r3,Q3136152
senat_1875,Lois constitutionnelles de 1875,1875-12-09,,,de douhet_1811-04-21,de DOUHET,Guillaume,1811-04-21,1881-08-12,Inamovible,,1875-12-15,1884-08-12,3163.0,senat,,de_douhet_guillaume1465r3,Q3119598
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,de lacroix de ravignan_1829-01-29,de LACROIX de RAVIGNAN,Marie,1829-01-29,1891-12-01,Landes,,1876-01-30,1879-01-04,1070.0,senat,,de_lacroix_de_ravignan_marie0335r3,Q3292225
senat_1879,Élections sénatoriales de 1879,1879-01-05,,,de lacroix de ravignan_1829-01-29,de LACROIX de RAVIGNAN,Marie,1829-01-29,1891-12-01,Landes,,1879-01-05,1945-10-21 00:00:00,24395.0,senat,,de_lacroix_de_ravignan_marie0335r3,Q3292225
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,de merode_1816-01-13,de MERODE,Werner,1816-01-13,1905-10-30,Doubs,,1876-11-19,1885-01-24,2988.0,senat,,de_merode_werner0675r3,Q3567346
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,de parieu_1815-04-13,de PARIEU,Marie,1815-04-13,1893-04-08,Cantal,,1876-01-30,1885-01-24,3282.0,senat,,de_parieu_marie0358r3,Q535804
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,de saint-pierre_1810-03-14,de SAINT-PIERRE,Louis,1810-03-14,1890-12-30,Calvados,,1876-01-30,1885-01-24,3282.0,senat,,de_saint_pierre_louis0352r3,Q3263556
senat_1885,Élections sénatoriales de 1885,1885-01-25,,,de saint-pierre_1810-03-14,de SAINT-PIERRE,Louis,1810-03-14,1890-12-30,Calvados,,1885-01-25,1945-10-21 00:00:00,22183.0,senat,,de_saint_pierre_louis0352r3,Q3263556
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,de talhouet_1819-10-11,de TALHOUET,Auguste,1819-10-11,1884-05-11,Sarthe,,1876-01-30,1882-01-07,2169.0,senat,,de_talhouet_auguste1238r3,Q2871488
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,de treveneuc_1815-09-13,de TREVENEUC,Henri,1815-09-13,1893-06-10,Côtes-du-Nord,,1876-01-30,1885-01-24,3282.0,senat,,de_treveneuc_henri0575r3,Q3132385
senat_1885,Élections sénatoriales de 1885,1885-01-25,,,de treveneuc_1815-09-13,de TREVENEUC,Henri,1815-09-13,1893-06-10,Côtes-du-Nord,,1885-01-25,1945-10-21 00:00:00,22183.0,senat,,de_treveneuc_henri0575r3,Q3132385
senat_1885,Élections sénatoriales de 1885,1885-01-25,,,decroix_1810-05-07,DECROIX,Adolphe,1810-05-07,1894-12-29,Loire-Inférieure,,1886-04-18,1888-01-04,626.0,senat,,decroix_adolphe1287r3,Q2824799
senat_1888,Élections sénatoriales de 1888,1888-01-05,,,decroix_1810-05-07,DECROIX,Adolphe,1810-05-07,1894-12-29,Loire-Inférieure,,1888-01-05,1945-10-21 00:00:00,21108.0,senat,,decroix_adolphe1287r3,Q2824799
senat_1903,Élections sénatoriales de 1903,1903-01-04 00:00:00,,,delahaye_1848-12-05,DELAHAYE,Dominique,1848-12-05,1932-01-09,Maine-et-Loire,,1903-08-30 00:00:00,1906-01-06 00:00:00,860.0,senat,,delahaye_dominique1161r3,Q3035090
senat_1906,Élections sénatoriales de 1906,1906-01-07 00:00:00,,,delahaye_1848-12-05,DELAHAYE,Dominique,1848-12-05,1932-01-09,Maine-et-Loire,,1906-01-07 00:00:00,1920-01-10 00:00:00,5116.0,senat,,delahaye_dominique1161r3,Q3035090
senat_1920,Élections sénatoriales de 1920,1920-01-11 00:00:00,,,delahaye_1848-12-05,DELAHAYE,Dominique,1848-12-05,1932-01-09,Maine-et-Loire,,1920-01-11 00:00:00,1924-01-05 00:00:00,1455.0,senat,,delahaye_dominique1161r3,Q3035090
senat_1924,Élections sénatoriales de 1924,1924-01-06 00:00:00,,,delahaye_1848-12-05,DELAHAYE,Dominique,1848-12-05,1932-01-09,Maine-et-Loire,,1924-01-06 00:00:00,1945-10-21 00:00:00,7959.0,senat,,delahaye_dominique1161r3,Q3035090
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,desbassyns de richemont_1833-01-29,DESBASSYNS de RICHEMONT,Pierre,1833-01-29,1912-11-11,,,1876-03-26,1882-01-07,2113.0,senat,,desbassyns_de_richemont_pierre1828r3,Q3384714
senat_1885,Élections sénatoriales de 1885,1885-01-25,,,diancourt_1825-10-05,DIANCOURT,Louis,1825-10-05,1910-05-11,Marne,,1886-10-17,1888-01-04,444.0,senat,,diancourt_louis0634r3,Q3557266
senat_1888,Élections sénatoriales de 1888,1888-01-05,,,diancourt_1825-10-05,DIANCOURT,Louis,1825-10-05,1910-05-11,Marne,,1888-01-05,1897-01-02,3285.0,senat,,diancourt_louis0634r3,Q3557266
senat_1897,Élections sénatoriales de 1897,1897-01-03,,,diancourt_1825-10-05,DIANCOURT,Louis,1825-10-05,1910-05-11,Marne,,1897-01-03,1945-10-21 00:00:00,17822.0,senat,,diancourt_louis0634r3,Q3557266
senat_1882,Élections sénatoriales de 1882,1882-01-08,,,donnot_1827-10-15,DONNOT,Alexandre,1827-10-15,1904-10-23,Haute-Marne,,1882-01-08,1886-12-16,1803.0,senat,,donnot_alexandre0869r3,Q2833609
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,dumesnil_1805-11-25,DUMESNIL,Antoine,1805-11-25,1891-08-22,Loiret,,1876-01-30,1879-01-04,1070.0,senat,,dumesnil_antoine0497r3,Q2853900
senat_1879,Élections sénatoriales de 1879,1879-01-05,,,dumesnil_1805-11-25,DUMESNIL,Antoine,1805-11-25,1891-08-22,Loiret,,1879-01-05,1945-10-21 00:00:00,24395.0,senat,,dumesnil_antoine0497r3,Q2853900
senat_1888,Élections sénatoriales de 1888,1888-01-05,,,durand_1843-12-22,DURAND,Jean-Baptiste,1843-12-22,1902-12-25,Lot-et-Garonne,,1888-01-05,1897-01-02,3285.0,senat,,durand_jean_baptiste0746r3,Q3164056
senat_1927,Élections sénatoriales de 1927,1927-01-09 00:00:00,,,dutaud_1883-06-15,DUTAUD,Louis,1883-06-15,1929-07-23,Deux-Sèvres,,1927-01-09 00:00:00,1929-07-23 00:00:00,926.0,senat,,dutaud_louis1640r3,Q3261823
senat_1885,Élections sénatoriales de 1885,1885-01-25,,,fayard_1816-04-02,FAYARD,Joseph,1816-04-02,1908-01-28,Drôme,,1885-01-25,1894-01-06,3268.0,senat,,fayard_joseph0721r3,Q3184937
senat_1894,Élections sénatoriales de 1894,1894-01-07,,,fayard_1816-04-02,FAYARD,Joseph,1816-04-02,1908-01-28,Drôme,,1894-01-07,1903-01-03 00:00:00,3282.0,senat,,fayard_joseph0721r3,Q3184937
senat_1903,Élections sénatoriales de 1903,1903-01-04 00:00:00,,,fayard_1816-04-02,FAYARD,Joseph,1816-04-02,1908-01-28,Drôme,,1903-01-04 00:00:00,1945-10-21 00:00:00,15631.0,senat,,fayard_joseph0721r3,Q3184937
senat_1924,Élections sénatoriales de 1924,1924-01-06 00:00:00,,,feuga_1863-04-03,FEUGA,Paul,1863-04-03,1939-01-05,Haute-Garonne,,1924-01-06 00:00:00,1933-01-09 00:00:00,3291.0,senat,,feuga_paul0096r3,Q3371211
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,forsanz_1825-04-16,FORSANZ,Emile,1825-04-16,1882-08-10,Finistère,,1876-01-30,1882-08-17,2391.0,senat,,forsanz_emile0795r3,Q3588505
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,fournier_1830-09-01,FOURNIER,Henri,1830-09-01,1904-07-00,Cher,,1876-01-30,1885-01-24,3282.0,senat,,fournier_henri0424r3,Q3131108
senat_1879,Élections sénatoriales de 1879,1879-01-05,,,fournier_1821-07-29,FOURNIER,Hughes,1821-07-29,1898-12-02,Indre-et-Loire,,1879-01-05,1888-01-04,3286.0,senat,,fournier_hughes0303r3,Q3142344
senat_1879,Élections sénatoriales de 1879,1879-01-05,,,fresneau_1823-01-05,FRESNEAU,Armand,1823-01-05,1900-11-13,Morbihan,,1879-01-05,1888-01-04,3286.0,senat,,fresneau_armand0905r3,Q2861845
senat_1888,Élections sénatoriales de 1888,1888-01-05,,,fresneau_1823-01-05,FRESNEAU,Armand,1823-01-05,1900-11-13,Morbihan,,1888-01-05,1897-01-02,3285.0,senat,,fresneau_armand0905r3,Q2861845
senat_1897,Élections sénatoriales de 1897,1897-01-03,,,fresneau_1823-01-05,FRESNEAU,Armand,1823-01-05,1900-11-13,Morbihan,,1897-01-03,1945-10-21 00:00:00,17822.0,senat,,fresneau_armand0905r3,Q2861845
senat_1921,Élections sénatoriales de 1921,1921-01-09 00:00:00,,,gaebele_1860-03-10,GAEBELE,Henri,1860-03-10,1936-10-27,,,1922-12-17 00:00:00,1924-01-17 00:00:00,396.0,senat,,gaebele_henri1834r3,Q16916472
senat_1920,Élections sénatoriales de 1920,1920-01-11 00:00:00,,,gallini_1860-10-12,GALLINI,Jean-François,1860-10-12,1923-04-20,Corse,,1920-04-11 00:00:00,1921-01-08 00:00:00,272.0,senat,,gallini_jean_francois0492r3,Q3165612
senat_1921,Élections sénatoriales de 1921,1921-01-09 00:00:00,,,gallini_1860-10-12,GALLINI,Jean-François,1860-10-12,1923-04-20,Corse,,1921-01-09 00:00:00,1945-10-21 00:00:00,9051.0,senat,,gallini_jean_francois0492r3,Q3165612
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,galloni d'istria_1815-01-20,GALLONI d'ISTRIA,Jérôme,1815-01-20,1890-04-14,Corse,,1876-01-30,1885-01-24,3282.0,senat,,galloni_d_istria_jerome0475r3,Q3190909
senat_1912,Élections sénatoriales de 1912,1912-01-07 00:00:00,,,galup_1853-07-15,GALUP,Jean,1853-07-15,1932-09-10,Lot-et-Garonne,,1914-06-28 00:00:00,1920-01-10 00:00:00,2022.0,senat,,galup_jean0738r3,Q3172207
senat_1879,Élections sénatoriales de 1879,1879-01-05,,,gazagne_1815-04-11,GAZAGNE,Ferdinand,1815-04-11,,Gard,,1879-01-05,1885-01-24,2211.0,senat,,gazagne_ferdinand0825r3,Q1405304
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,george_1830-10-03,GEORGE,Eustache,1830-10-03,1903-04-14,Vosges,,1876-01-30,1882-01-07,2169.0,senat,,george_eustache1808r3,Q3588533
senat_1882,Élections sénatoriales de 1882,1882-01-08,,,george_1830-10-03,GEORGE,Eustache,1830-10-03,1903-04-14,Vosges,,1882-01-08,1945-10-21 00:00:00,23296.0,senat,,george_eustache1808r3,Q3588533
senat_1879,Élections sénatoriales de 1879,1879-01-05,,,guyot-lavaline_1827-07-15,GUYOT-LAVALINE,Jean-Baptiste,1827-07-15,1913-02-04,Puy-de-Dôme,,1879-01-05,1882-01-07,1098.0,senat,,guyot_lavaline_jean_baptiste0992r3,Q3164136
senat_1882,Élections sénatoriales de 1882,1882-01-08,,,guyot-lavaline_1827-07-15,GUYOT-LAVALINE,Jean-Baptiste,1827-07-15,1913-02-04,Puy-de-Dôme,,1882-01-08,1891-01-03,3282.0,senat,,guyot_lavaline_jean_baptiste0992r3,Q3164136
senat_1891,Élections sénatoriales de 1891,1891-01-04,,,guyot-lavaline_1827-07-15,GUYOT-LAVALINE,Jean-Baptiste,1827-07-15,1913-02-04,Puy-de-Dôme,,1891-01-04,1945-10-21 00:00:00,20013.0,senat,,guyot_lavaline_jean_baptiste0992r3,Q3164136
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,huguet_1822-12-20,HUGUET,Auguste,1822-12-20,1919-01-18,Pas-de-Calais,,1876-01-30,1882-01-07,2169.0,senat,,huguet_auguste0972r3,Q2871223
senat_1882,Élections sénatoriales de 1882,1882-01-08,,,huguet_1822-12-20,HUGUET,Auguste,1822-12-20,1919-01-18,Pas-de-Calais,,1882-01-08,1891-01-03,3282.0,senat,,huguet_auguste0972r3,Q2871223
senat_1891,Élections sénatoriales de 1891,1891-01-04,,,huguet_1822-12-20,HUGUET,Auguste,1822-12-20,1919-01-18,Pas-de-Calais,,1891-01-04,1900-01-29 00:00:00,3310.0,senat,,huguet_auguste0972r3,Q2871223
senat_1900,Élections sénatoriales de 1900,1900-01-30 00:00:00,,,huguet_1822-12-20,HUGUET,Auguste,1822-12-20,1919-01-18,Pas-de-Calais,,1900-01-30 00:00:00,1909-01-02 00:00:00,3261.0,senat,,huguet_auguste0972r3,Q2871223
senat_1909,Élections sénatoriales de 1909,1909-01-03 00:00:00,,,huguet_1822-12-20,HUGUET,Auguste,1822-12-20,1919-01-18,Pas-de-Calais,,1909-01-03 00:00:00,1945-10-21 00:00:00,13440.0,senat,,huguet_auguste0972r3,Q2871223
senat_1885,Élections sénatoriales de 1885,1885-01-25,,,huon de penanster_1832-10-11,HUON DE PENANSTER,Charles,1832-10-11,1901-05-30,Côtes-du-Nord,,1886-06-27,1894-01-06,2750.0,senat,,huon_de_penanster_charles0571r3,Q2959385
senat_1894,Élections sénatoriales de 1894,1894-01-07,,,huon de penanster_1832-10-11,HUON DE PENANSTER,Charles,1832-10-11,1901-05-30,Côtes-du-Nord,,1894-01-07,1945-10-21 00:00:00,18914.0,senat,,huon_de_penanster_charles0571r3,Q2959385
senat_1885,Élections sénatoriales de 1885,1885-01-25,,,jumeau_1821-03-20,JUMEAU,Ferdinand,1821-03-20,1885-10-23,Eure-et-Loir,,1885-01-25,1885-10-23,271.0,senat,,jumeau_ferdinand0765r3,Q3068594
senat_1879,Élections sénatoriales de 1879,1879-01-05,,,labiche_1826-08-09,LABICHE,Jules,1826-08-09,1905-07-27,Manche,,1879-01-05,1888-01-04,3286.0,senat,,labiche_jules1040r3,Q3188700
senat_1888,Élections sénatoriales de 1888,1888-01-05,,,labiche_1826-08-09,LABICHE,Jules,1826-08-09,1905-07-27,Manche,,1888-01-05,1897-01-02,3285.0,senat,,labiche_jules1040r3,Q3188700
senat_1897,Élections sénatoriales de 1897,1897-01-03,,,labiche_1826-08-09,LABICHE,Jules,1826-08-09,1905-07-27,Manche,,1897-01-03,1945-10-21 00:00:00,17822.0,senat,,labiche_jules1040r3,Q3188700
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,lacave-laplagne_1835-10-03,LACAVE-LAPLAGNE,Louis,1835-10-03,1902-02-25,Gers,,1876-01-30,1879-01-04,1070.0,senat,,lacave_laplagne_louis0128r3,Q3262415
senat_1879,Élections sénatoriales de 1879,1879-01-05,,,lacave-laplagne_1835-10-03,LACAVE-LAPLAGNE,Louis,1835-10-03,1902-02-25,Gers,,1879-01-05,1888-01-04,3286.0,senat,,lacave_laplagne_louis0128r3,Q3262415
senat_1888,Élections sénatoriales de 1888,1888-01-05,,,lacave-laplagne_1835-10-03,LACAVE-LAPLAGNE,Louis,1835-10-03,1902-02-25,Gers,,1888-01-05,1945-10-21 00:00:00,21108.0,senat,,lacave_laplagne_louis0128r3,Q3262415
senat_1879,Élections sénatoriales de 1879,1879-01-05,,,lagache_1809-08-29,LAGACHE,Célestin,1809-08-29,1895-01-24,Oise,,1879-01-05,1888-01-04,3286.0,senat,,lagache_celestin0883r3,Q3010078
senat_1875,Lois constitutionnelles de 1875,1875-12-09,,,lasteyrie du saillant_1810-10-29,LASTEYRIE DU SAILLANT,Jules,1810-10-29,1883-11-14,Inamovible,,1875-12-10,1883-11-14,2896.0,senat,,lasteyrie_du_saillant_jules1496r3,Q3188991
senat_1897,Élections sénatoriales de 1897,1897-01-03,,,latappy_1830-03-16,LATAPPY,Arthur,1830-03-16,1919-04-13,Landes,,1897-08-01,1906-01-06 00:00:00,3079.0,senat,,latappy_arthur0340r3,Q2865189
senat_1906,Élections sénatoriales de 1906,1906-01-07 00:00:00,,,latappy_1830-03-16,LATAPPY,Arthur,1830-03-16,1919-04-13,Landes,,1906-01-07 00:00:00,1945-10-21 00:00:00,14532.0,senat,,latappy_arthur0340r3,Q2865189
senat_1882,Élections sénatoriales de 1882,1882-01-08,,,le guen_1826-08-31,LE GUEN,Edouard,1826-08-31,1918-02-06,Finistère,,1882-11-05,1885-01-24,811.0,senat,,le_guen_edouard0796r3,Q3579931
senat_1885,Élections sénatoriales de 1885,1885-01-25,,,le guen_1826-08-31,LE GUEN,Edouard,1826-08-31,1918-02-06,Finistère,,1885-01-25,1945-10-21 00:00:00,22183.0,senat,,le_guen_edouard0796r3,Q3579931
senat_1888,Élections sénatoriales de 1888,1888-01-05,,,lesueur_1834-04-15,LESUEUR,Georges,1834-04-15,1910-01-13,,,1888-01-05,1897-01-02,3285.0,senat,,lesueur_georges0692r3,Q20027683
senat_1882,Élections sénatoriales de 1882,1882-01-08,,,lizot_1831-04-13,LIZOT,Pierre,1831-04-13,1896-05-30,Seine-Inférieure,,1882-01-08,1891-01-03,3282.0,senat,,lizot_pierre1604r3,Q3385969
senat_1885,Élections sénatoriales de 1885,1885-01-25,,,madignier_1831-07-02,MADIGNIER,Pierre,1831-07-02,1894-12-10,Loire,,1887-01-02,1888-01-04,367.0,senat,,madignier_pierre1359r3,Q3386060
senat_1888,Élections sénatoriales de 1888,1888-01-05,,,madignier_1831-07-02,MADIGNIER,Pierre,1831-07-02,1894-12-10,Loire,,1888-01-05,1945-10-21 00:00:00,21108.0,senat,,madignier_pierre1359r3,Q3386060
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,mangini_1833-10-18,MANGINI,Louis,1833-10-18,1900-08-27,Rhône,,1876-01-30,1882-01-07,2169.0,senat,,mangini_louis1126r3,Q3265625
senat_1891,Élections sénatoriales de 1891,1891-01-04,,,maret_1832-11-19,MARET,Paul,1832-11-19,1906-12-02,Seine-et-Oise,,1891-01-04,1900-01-29 00:00:00,3310.0,senat,,maret_paul1644r3,Q3371773
senat_1900,Élections sénatoriales de 1900,1900-01-30 00:00:00,,,maret_1832-11-19,MARET,Paul,1832-11-19,1906-12-02,Seine-et-Oise,,1900-01-30 00:00:00,1945-10-21 00:00:00,16702.0,senat,,maret_paul1644r3,Q3371773
senat_1882,Élections sénatoriales de 1882,1882-01-08,,,marquis_1834-09-22,MARQUIS,Henri,1834-09-22,1906-03-04,Meurthe-et-Moselle,,1883-11-18,1888-01-04,1508.0,senat,,marquis_henri0938r3,Q3131576
senat_1888,Élections sénatoriales de 1888,1888-01-05,,,marquis_1834-09-22,MARQUIS,Henri,1834-09-22,1906-03-04,Meurthe-et-Moselle,,1888-01-05,1897-01-02,3285.0,senat,,marquis_henri0938r3,Q3131576
senat_1897,Élections sénatoriales de 1897,1897-01-03,,,marquis_1834-09-22,MARQUIS,Henri,1834-09-22,1906-03-04,Meurthe-et-Moselle,,1897-01-03,1906-01-06 00:00:00,3289.0,senat,,marquis_henri0938r3,Q3131576
senat_1906,Élections sénatoriales de 1906,1906-01-07 00:00:00,,,marquis_1834-09-22,MARQUIS,Henri,1834-09-22,1906-03-04,Meurthe-et-Moselle,,1906-01-07 00:00:00,1945-10-21 00:00:00,14532.0,senat,,marquis_henri0938r3,Q3131576
senat_1885,Élections sénatoriales de 1885,1885-01-25,,,martin_1845-05-19,MARTIN,Georges,1845-05-19,1916-10-01,Seine,,1885-01-25,1891-01-03,2169.0,senat,,martin_georges1345r3,Q1509018
senat_1879,Élections sénatoriales de 1879,1879-01-05,,,masse_1817-03-09,MASSE,Jean,1817-03-09,1909-10-18,Nièvre,,1879-01-05,1888-01-04,3286.0,senat,,masse_jean1259r3,Q3173453
senat_1920,Élections sénatoriales de 1920,1920-01-11 00:00:00,,,maurin_1854-12-23,MAURIN,Louis,1854-12-23,1925-07-17,Loire,,1920-01-11 00:00:00,1924-01-06 00:00:00,1456.0,senat,,maurin_louis1361r3,Q3262675
senat_1885,Élections sénatoriales de 1885,1885-01-25,,,mercier_1825-01-10,MERCIER,Jean,1825-01-10,1988-01-11,Ain,,1885-01-25,1894-01-06,3268.0,senat,,mercier_jean0006r3,Q3173489
senat_1894,Élections sénatoriales de 1894,1894-01-07,,,mercier_1825-01-10,MERCIER,Jean,1825-01-10,1988-01-11,Ain,,1894-01-07,1945-10-21 00:00:00,18914.0,senat,,mercier_jean0006r3,Q3173489
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,monjaret de kerjegu_1809-03-01,MONJARET de KERJEGU,François,1809-03-01,1882-02-12,Finistère,,1876-01-30,1882-02-13,2206.0,senat,,monjaret_de_kerjegu_francois0782r3,Q3085294
senat_1885,Élections sénatoriales de 1885,1885-01-25,,,montesquiou-fezensac_1843-09-29,MONTESQUIOU-FEZENSAC,Philippe,1843-09-29,1913-09-30,Gers,,1887-08-14,1888-01-04,143.0,senat,,montesquiou_fezensac_philippe0152r3,Q3380973
senat_1888,Élections sénatoriales de 1888,1888-01-05,,,montesquiou-fezensac_1843-09-29,MONTESQUIOU-FEZENSAC,Philippe,1843-09-29,1913-09-30,Gers,,1888-01-05,1945-10-21 00:00:00,21108.0,senat,,montesquiou_fezensac_philippe0152r3,Q3380973
senat_1888,Élections sénatoriales de 1888,1888-01-05,,,morelli_1833-02-28,MORELLI,François,1833-02-28,1892-05-29,Corse,,1889-01-13,1892-05-29,1232.0,senat,,morelli_francois0486r3,Q3085402
senat_1885,Élections sénatoriales de 1885,1885-01-25,,,petit_1836-06-03,PETIT,Frédéric,1836-06-03,1895-04-20,Somme,,1886-01-31,1891-01-03,1798.0,senat,,petit_frederic1677r3,Q3090122
senat_1891,Élections sénatoriales de 1891,1891-01-04,,,petit_1836-06-03,PETIT,Frédéric,1836-06-03,1895-04-20,Somme,,1891-01-04,1945-10-21 00:00:00,20013.0,senat,,petit_frederic1677r3,Q3090122
senat_1879,Élections sénatoriales de 1879,1879-01-05,,,pietri_1820-02-25,PIETRI,Joseph,1820-02-25,1902-01-04,Corse,,1879-06-22,1885-01-24,2043.0,senat,,pietri_joseph0471r3,Q3185309
senat_1935,Élections sénatoriales de 1935,1935-10-20 00:00:00,,,pinay_1891-12-30,PINAY,Antoine,1891-12-30,1994-12-13,Loire,,1938-03-20 00:00:00,1941-12-31 00:00:00,1382.0,senat,,pinay_antoine1343r3,Q356724
senat_1894,Élections sénatoriales de 1894,1894-01-07,,,poirrier_1826-11-30,POIRRIER,Alfred,1826-11-30,1898-09-16,Marne,,1894-01-07,1897-01-02,1091.0,senat,,poirrier_alfred0641r3,Q2835401
senat_1897,Élections sénatoriales de 1897,1897-01-03,,,poirrier_1826-11-30,POIRRIER,Alfred,1826-11-30,1898-09-16,Marne,,1897-01-03,1945-10-21 00:00:00,17822.0,senat,,poirrier_alfred0641r3,Q2835401
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,pomel_1821-09-20,POMEL,Nicolas,1821-09-20,1898-01-01,,,1876-01-30,1882-01-07,2169.0,senat,,pomel_nicolas1821r3,Q766920
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,pouyer-quertier_1820-09-02,POUYER-QUERTIER,Augustin,1820-09-02,1891-04-02,Seine-Inférieure,,1876-01-30,1882-01-07,2169.0,senat,,pouyer_quertier_augustin1571r3,Q2871640
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,rampon_1805-07-09,RAMPON,Joachim,1805-07-09,1883-01-11,Ardèche,,1876-01-30,1883-01-11,2538.0,senat,,rampon_joachim0130r3,Q3179497
senat_1888,Élections sénatoriales de 1888,1888-01-05,,,rey_1836-07-13,REY,Edouard,1836-07-13,1901-04-03,Isère,,1888-01-05,1897-01-02,3285.0,senat,,rey_edouard1191r3,Q3580011
senat_1897,Élections sénatoriales de 1897,1897-01-03,,,rey_1836-07-13,REY,Edouard,1836-07-13,1901-04-03,Isère,,1897-01-03,1945-10-21 00:00:00,17822.0,senat,,rey_edouard1191r3,Q3580011
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,riviere_1817-07-08,RIVIERE,Louis,1817-07-08,1890-08-31,Cher,,1876-01-30,1885-01-24,3282.0,senat,,riviere_louis0433r3,Q3263010
senat_1935,Élections sénatoriales de 1935,1935-10-20 00:00:00,,,robert_1878-09-07,ROBERT,Léopold,1878-09-07,1956-11-02,Vendée,,1936-01-14 00:00:00,1944-12-31 00:00:00,3274.0,senat,,robert_leopold1756r3,Q3175127
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,roy de loulay_1818-08-26,ROY DE LOULAY,Pierre,1818-08-26,1896-02-20,Charente-Inférieure,,1876-01-30,1885-01-24,3282.0,senat,,roy_de_loulay_pierre0415r3,Q3386886
senat_1935,Élections sénatoriales de 1935,1935-10-20 00:00:00,,,sigrist_1885-04-26,SIGRIST,Joseph,1885-04-26,1976-03-06,Bas-Rhin,,1936-01-14 00:00:00,1944-12-31 00:00:00,3274.0,senat,,sigrist_joseph1105r3,Q3185639
senat_1885,Élections sénatoriales de 1885,1885-01-25,,,songeon_1818-09-03,SONGEON,Jacques,1818-09-03,1889-02-17,Seine,,1885-08-09,1889-02-17,1288.0,senat,,songeon_jacques1356r3,Q13080899
senat_1876,Élections sénatoriales de 1876,1876-01-27,,,toupet des vignes_1816-09-05,TOUPET DES VIGNES,Edmond,1816-09-05,1882-06-21,Ardennes,,1876-01-30,1882-06-23,2336.0,senat,,toupet_des_vignes_edmond0159r3,Q3048005
senat_1879,Élections sénatoriales de 1879,1879-01-05,,,vivenot_1835-09-23,VIVENOT,Auguste,1835-09-23,1884-11-14,Meuse,,1879-01-05,1884-11-14,2140.0,senat,,vivenot_auguste1011r3,Q2871457
